INDEX,QCODE,SOURCE,LAYER1,LAYER2,LAYER3,TYPE,CODE1,CODE2,TITLE,QUESTION,INPUT,RESULT,ANSWER,풀이회수,정답회수,오답회수,오답율,EXPLAIN,ANALSYS,1ST,2ND,3rd,4th,5th,6th,7th,8th,9th,10th
255,ABANK-0255,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,"기계보험의 잔존물 제거비용 보상과 관련하여 분손에서는 보장하지 않고 전손만 보상하며, 손해액의 항목에 포함하지 않고 별도의 비용으로 보상한다",,X,X,10.0,10.0,0,,손해액항목에 포함,,,,,,,,,,,
256,ABANK-0256,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,"기계보험의 잔존물 제거 비용은 분손과 전손에서 모두 보상하되, 손해액의 항목에 포함하지 않고 별도의 비용으로 보상한다",,X,X,10.0,10.0,0,,"전손만,손해액에포함",,,,,,,,,,,
257,ABANK-0257,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,보험의 목적,"기계보험의 보험의 목적인 가동 운전 상태에 있는 기계는
① 가동을 위하여 정지중인 기계
② 수리, 정비, 검사를 위하여 가동중지 상태에 있는 기계
③ 수리정비검사를 위하여 분해중 이거나 재조립 중에 있는 기계
④ 시운전이 진행중인 기계다",,X,X,10.0,10.0,0,,시운전x,,,,,,,,,,,
258,ABANK-0258,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,보상하는 손해,"기계보험에서 보상하는 손해는
① 기계 자체의 결함으로 인한 손해
② 분실 도난 사기 또는 횡령으로 인한 손해
③ 운전중 사고로 인한 손해
④ 근로자의 취급부주의, 기술부족이다",,X,X,10.0,10.0,0,,2)x,,,,,,,,,,,
259,ABANK-0259,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,기계보험에서 분손인 경우에는 신품으로 교체되어도 감가상각을 하지 않지만 전손이 발생하면 신구교환에 따른 감가상각을 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
260,ABANK-0260,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,"기계보험에서 손해방지비용은 보험가입금액의 재조달가액에 대한 비율에 따라 지급보험금 계산방법에 준하여 지급하며, 보험가입금액 한도와 관계없이 별도로 지급한다",X,O,X,10.0,8.0,2,,보험가액데 대한 비율,,,,,,,,,,,
261,ABANK-0261,인스교재,07특종보험,기술보험,기계보험,선택형,AB04,AB04,보상하는 손해,"물의 흐름 속에서 압력이 낮은 곳이 생기면 물속에 포함되어 있던 기체가 분리되어 물이 없어지는 빈공간이 생기는 현상으로, 이렇게 발생된 기포는 압력이 높은 곳에 다다르면 급격히 부서져 소음이나 신동의 원인이 되고 그로 인해 기계를 침식하는데 이를
① 보일러스케일
② 부식
③ 침식
④ 공동현상이라고 한다",4,O,4,10.0,9.0,1,,공동현상,,,,,,,,,,,
262,ABANK-0262,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,"기계보험의 잔존물 제거비용은 부분손해에서는 보상하지 않으며 전손의 경우에만 보상하되, 손해액과 별도의 비용으로 보상하는 것이 아니라 손해액 항목에 포함하여 보상한다",O,O,O,10.0,9.0,1,,이 문구가 핵심,,,,,,,,,,,
263,ABANK-0263,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,기계보험의 잔존물 제거비용 보상과 관련하여 전손과 분손에서 모두 보상하며 별도의 비용이 아니라 손해액 항목에 포함하여 보상한다,,X,X,10.0,9.0,1,,전손만보상,,,,,,,,,,,
264,ABANK-0264,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,기계보험의 잔존물 제거비용 보상과 관련하여 분손에서는 보상하지 않고 전손만 보상하되 별도의 비용이 아니라 손해액 항목에 포함하여 보상한다,O,O,O,10.0,9.0,1,,기계잔존은전손만보상왜들탄건재활용가능하니까,전손만손해액항목포함,,,,,,,,,,
265,ABANK-0265,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,기계보험에서 본 수리의 일부에 해당하고 총수리비를 증가시키지 않는 임시수리비는 손해액으로 인정하되 이와 무관한 임시수리비는 손해액에 포함시키지 않는다,O,O,O,10.0,9.0,1,,,,,,,,,,,,,
266,ABANK-0266,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,보험목적,기계보험에서 보험의 목적은 가동 가능하며 시운전 중인 기계이어야 한다.,,X,X,10.0,9.0,1,,시운전이 끝난 기계,,,,,,,,,,,
267,ABANK-0267,인스교재,07특종보험,범죄보험,재산피해담보,진위형,AB05,AB05,재산피해 담보사항,"재산피해 담보 사항은
① 도난보험
② 현금 및 유가증권 도난보험
③ 금융기관 종합보험임",,X,X,10.0,9.0,1,,,,,,,,,,,,,
268,ABANK-0268,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,특별약관의 필요성,도난보험 국문약관이 어떤 위험을 담보하기 위해서는 특별약관이 필수적으로 첨부되어야 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
269,ABANK-0269,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보관장소의 정의,도난보험에서 보관장소란 보험목적물을 보관하는 장소로서 원칙적으로 건물을 말한다(특별약관 첨부시 금고등 도난방지시에 보관가능),O,O,O,10.0,10.0,0,,,,,,,,,,,,,
270,ABANK-0270,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,도난보험개요,"현금 및 유가증권 운송위험 담보 특별약관에서 호위인이란 피보험자의 지시를 받아 운반인을 호송하는 18세 이상, 65세 이하의사람을 말하며 운전자는 호위인이 될 수 없다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
271,ABANK-0271,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보관장소의 정의,도난보험에서 보관장소란 보험목적물을 보관하는 장소로서 원칙적으로 건물 내의 금고 등 별동의 도난방지시설 내에 보관되어 있는 것을 말한다,,X,X,10.0,10.0,0,,원칙적으로 건물,,,,,,,,,,,
272,ABANK-0272,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보상하는 손해,도난보험의 약관에서 72시간 이상 부재 중의 도난 사고는 보상하지 않는다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
273,ABANK-0273,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보험가입금액,도난보험에서 다수의 보험목적물을 하나의 보험으로 포괄가입하는 경우 하나의 보험목적물에 대한 보험가입금액은 전체 보험가입금액의 5% 초과 불가하다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
274,ABANK-0274,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보험가입금액,도난보험에서현금 및 유가증권특약은 추정최대손해액을 기초로 보상한도액 결정한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
275,ABANK-0275,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보험가입금액,도난보험에서 보험가액을 기초로 한 보험가입금액을 최고 보상한도로 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
276,ABANK-0276,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보험가입금액,도난보험에서 보험가입금액을 기초로 한 보험가액을 최고 보상한도로 한다,,X,X,10.0,10.0,0,,가액기초 가입금액,,,,,,,,,,,
277,ABANK-0277,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,회수된보험목적물처리,"도난보험에서 손해를 보상하기 전에 보험의 목적이 발견, 회수된 때에는 원칙적으로 도난손해는 없던것으로 간주하나 , 훼손된 경우에는 손해가 발생한 것으로 본다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
278,ABANK-0278,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,회수된보험목적물처리,"도난보험에서 보험자가 손해를 보상한 후에 회수된 보험목적은 보험자의 소유이기 때문에 물품의 회수, 매각 비용과 관계없이 피보험자는 지급받은 보험금을 반환할 필요가 없으며 보험자도 보험목적물을 반환할 필요가 없다",,X,X,10.0,10.0,0,,초과분보상,,,,,,,,,,,
279,ABANK-0279,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,회수된보험목적물처리,손해보상 후 1년 이내에 보험의 목적이 회수된 경우 피보험자는 그로부터 1개월 내에 지급 보험금을 반납하고 그 물건을 돌려받을 수 있다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
280,ABANK-0280,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,회수된보험목적물처리,보험계약자나 피보험자가 회수에 지출한 비용은 보험가입금액에 관계없이 추가 보상한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
281,ABANK-0281,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,기본특별약관,"도난보험의 기본적인 특별약관은
① 보관시설 파손담보 특별약관
② 동산담보 특별약관
③ 현금 및 유가증권 담보 특별약관
④ 수탁물 배상 담보 특별약관이다",,X,X,10.0,9.0,1,,1)제외,"망각, 공부부족",,,,,,,,,,
282,ABANK-0282,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보상하지 않는 손해,"도난보험에서 보상하지않는 손해는
① 보험계약자, 피보험자의 고의 및 중과실
② 화재, 폭발시의 도난행위
③ 도난사고 이후 10일 경과 후에 발견된 손해
④ 72시간 이상 부재중의 도난사고 다",,X,X,10.0,9.0,1,,30일(3일외박30일여행),망각,,,,,,,,,,
283,ABANK-0283,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보험가입금액,도난보험에서 보험가액은 사고 발생한 시간 장소의 가액에 따라 결정하는 미평가보험 시가보험이다,O,O,O,10.0,8.0,2,,,"망각, 공부부족",,,,,,,,,,
284,ABANK-0284,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보험가입금액,도난보험에서 일부 목적물에 한하여 기평가 보험 및 재조달가액 보험이 인정된다,X,O,X,10.0,8.0,2,,재조달가격 불인정,,,,,,,,,,,
285,ABANK-0285,인스교재,07특종보험,범죄보험,납치보험,진위형,AB08,AB08,납치보험의 보상범위,"납치보험은 단순한 보상금만 지급하는 것이 아니라 납치를 해결하기 위한 협상,광고,수사 서비스비용과 가족들 이동비용 및 병원치료 비용까지 보상함",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
286,ABANK-0286,인스교재,07특종보험,범죄보험,납치보험,진위형,AB08,AB08,몸값 보상(RANSOM),"납치보험에서 보상하는 대표적인 보상이 몸값이며 이외에도 납치를 해결하기 위해 고용한 각종 서비스 비용과 본인의 휴지, 요양, 병원비용도 보상함",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
287,ABANK-0287,인스교재,07특종보험,범죄보험,납치보험,진위형,AB08,AB08,납치보험의 개요,납치보험은 납치사고 발생시에 단순히 보험금만 지급하는 것이 아니라 피보험자를 구출하는추가적인 서비스도 제공한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
288,ABANK-0288,인스교재,07특종보험,범죄보험,납치보험,진위형,AB08,AB08,몸값 보상(RANSOM),납치보험에서 몸값(Ransom)은 보상하지 아니하는 손해다,,X,X,10.0,10.0,0,,보상하는 손해,,,,,,,,,,,
289,ABANK-0289,인스교재,07특종보험,범죄보험,납치보험,진위형,AB08,AB08,납치보험회사 제휴,납치보험을 영위하는 회사는 전문적인 석방교섭기관 및 자문회사 등과 제휴관계를 맺는 것이 일반적이다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
290,ABANK-0290,인스교재,07특종보험,범죄보험,납치보험,진위형,AB08,AB08,보상하지 않는 사고,납치및 인질보험에서 우리나라에서는 영국 로이즈에서 사용하는 약관을도입하여 사용하고 있다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
291,ABANK-0291,인스교재,07특종보험,범죄보험,납치보험,진위형,AB08,AB08,보상하지 않는 사고,납치및 인질보험에서 몸값으로 시장성 있는 상품이나 용역을 제공한 경우에는 제공시점의 시장가격을 지급한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
292,ABANK-0292,인스교재,07특종보험,범죄보험,납치보험,진위형,AB08,AB08,보상하지 않는 사고,납치및 인질보험에서 위험관리 전문가에게 지급하는 비용은 별도의 한도액을 설정하지 않는다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
293,ABANK-0293,인스교재,07특종보험,범죄보험,납치보험,진위형,AB08,AB08,보상하지 않는 사고,감금만 있는 경우에는 48시간 미만의 감금은 보상하지 않는다,,X,X,10.0,10.0,0,,24시간,,,,,,,,,,,
294,ABANK-0294,인스교재,07특종보험,범죄보험,납치보험,진위형,AB08,AB08,보상하지 않는 사고,"이민, 취업, 거주를 위한 비자 또는 허가서류 미비로 인한 감금은 보상하지 않는다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
295,ABANK-0295,인스교재,07특종보험,범죄보험,납치보험,진위형,AB08,AB08,납치보험 담보약관,"영국 로이드에서 사용하고 잇는 Corporate Kidnap and Ransom/Extortion Insurance Policy의 피보험자는
① 피보험자의 집 또는 구내에 상주하거나 피보험자에게 고용되어 있는 자
② 몸값을 협상하기 위한 정부 기관의 요원
③ 피보험자의 집에 있는 손님이다",,X,X,10.0,10.0,0,,2번틀림,,,,,,,,,,,
296,ABANK-0296,인스교재,07특종보험,범죄보험,납치보험,진위형,AB08,AB08,보상하지 않는 사고,"납치 및 인질보험에서 보험금을 지급하지 않는 경우는
① 요구 받았던 몸값을 지급하기 위하여 가던 도중에 무력 또는 폭력의 사용 또는 그에 의한 위혐으로 본인이 직접 몸값을 지급한 경우
② 피보험자의 사기 및 범법적 행위
③ 24시간 미만의 감금
④ 정부나 군의 업무수행에 따른 감금이다",X,O,X,10.0,8.0,2,,1)번보상,,,,,,,,,,,
297,ABANK-0297,인스교재,07특종보험,범죄보험,테러보험,진위형,AB09,AB09,보상하는 손해의 구성,"테러보험에서 보상하는 손해는 재물손해, 기업휴지 손해, 배상책임 손해이며 생명 및 신체 손해는 포함되지 않는다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
298,ABANK-0298,인스교재,07특종보험,범죄보험,테러보험,진위형,AB09,AB09,유효기간 설정,"재보험자들이 테러보험의 요율을 제시할 때 반드시 유효기간을 지정한다 이유는 테러의 위험은 사회, 경제, 정치적 이유에 따라 변동성이 크기 때문이다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
299,ABANK-0299,인스교재,07특종보험,범죄보험,테러보험,진위형,AB09,AB09,테러보험의 특징,"테러보험에서 보상하는 손해는 재물손해, 기업휴지 손해, 배상책임 의 3개 부문으로 이루어져 있다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
300,ABANK-0300,인스교재,07특종보험,범죄보험,테러보험,진위형,AB09,AB09,테러보험의 특징,"테러란 개인이나 단체가 독자적 혹은 조직과 공조해서 정치적, 종교적, 또는 이념적 목적을 달성하기 위하여 정부에 영향을 주거나 일반 대중을 공포로 몰아 넣는 무력 및 폭력행위를 말한다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
301,ABANK-0301,인스교재,07특종보험,범죄보험,테러보험,진위형,AB09,AB09,테러보험의 특징,테러보험에 있어서 국내에서는 영국 로이드 보험시장에서 사용하는 영문약관을 주로 사용한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
302,ABANK-0302,인스교재,07특종보험,범죄보험,테러보험,진위형,AB09,AB09,테러보험의 특징,테러보험은 위험률이 일정한 것이 특징이므로 재보험자들이 테러보험의 요율을 제시할 때에는 특별한 유효기간(Validity date)를 지정하지 않고장기간 사용할 수 있도록 한다,,X,X,10.0,10.0,0,,유효기간 설정,,,,,,,,,,,
303,ABANK-0303,인스교재,07특종보험,종합보험,레저종합보험,진위형,AB10,AB10,레저활동기간 정의,레저활동 보험은 구간 보험 개념으로 집에서 출발해서 레저 활동후 복귀할때 까지의 기간을 말하며 레저활동 중 준비시간 및 휴식시간도 포함한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
304,ABANK-0304,인스교재,07특종보험,종합보험,레저종합보험,진위형,AB10,AB10,특종종합보험상품개념,"특종보험의 종합보험이란 재물손해, 신체상해, 배상책임등 이질적인 위험을 하나의 보험약관으로 포괄하는 형태의 보험상품을 말함",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
305,ABANK-0305,인스교재,07특종보험,종합보험,레저종합보험,진위형,AB10,AB10,레저종합보험종목,"레저종합보험종목은 5개가 있는데 봄-골프, 여름-낙시, 가을-수렵, 겨울-스키 전천후 테니스가 있다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
306,ABANK-0306,인스교재,07특종보험,종합보험,레저종합보험,진위형,AB10,AB10,레저종합보험의 보험기간,보험기간은 기간보험과 구간보험으로 나누는데 레저보험은 구간보험을 적용한다 즉 집에서 출발해서 레저를 마치고 집에 올때까지의 구간보험이다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
307,ABANK-0307,인스교재,07특종보험,종합보험,레저종합보험,진위형,AB10,AB10,담보위험,"레저종합보험에서 담보하는 종목은
① 낚시보험
② 캠핑보험
③ 테니스보험
④ 수렵보험이다",,X,X,10.0,10.0,0,,캠핑ㅈ외,,,,,,,,,,,
308,ABANK-0308,인스교재,07특종보험,종합보험,레저종합보험,진위형,AB10,AB10,담보위험,"레저종합보험에서 담보하는 종목은
① 낚시보험
② 골프보험
③ 테니스보험
④ 스키보험",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
309,ABANK-0309,인스교재,07특종보험,기타특종보험,법률비용보험,진위형,AB11,AB11,보험기간,법률비용보험은 배상청구기준 약관으로 소송의 원인 사건 발생과 소송제기가 모두 보험기간 내에 이루어져야 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
310,ABANK-0310,인스교재,07특종보험,기타특종보험,법률비용보험,진위형,AB11,AB11,보상한도액,법률비용보험은 위험의 성격상 보험가액이 없으므로 보험가입금액을 보상한도액으로 설정한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
311,ABANK-0311,인스교재,07특종보험,기타특종보험,법률비용보험,진위형,AB11,AB11,담보조건,법률비용보험은 보험가입금액을 보상한도액으로 설정한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
312,ABANK-0312,인스교재,07특종보험,기타특종보험,법률비용보험,진위형,AB11,AB11,담보조건,법률비용 보험에서 민사 소송등 인지법에서 정한 인지액의 한도 내에서 피보험자가 실제 부담한 인지액도 보상하는 손해액에 해당한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
313,ABANK-0313,인스교재,07특종보험,기타특종보험,법률비용보험,진위형,AB11,AB11,담보조건,법률비용 보험에서 통상 보험개시일로부터 60일 또는 90일의 대기기간(waiting period) 를 두고 있다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
314,ABANK-0314,인스교재,07특종보험,기타특종보험,법률비용보험,진위형,AB11,AB11,담보조건,법률비용 보험에서 Open Panel 방식은 소송 제기 시 보험자가 사전에 승인한 변호사 중에서 피보험자가 선택하여 선임하는 방식이다,,X,X,10.0,10.0,0,,closed panel,,,,,,,,,,,
315,ABANK-0315,인스교재,07특종보험,기타특종보험,법률비용보험,진위형,AB11,AB11,담보조건,"법률비용 보험에서 절충식 방식은 소송 제기 시 피보험자가 변호사를 지정, 선임할 수 있으나 반드시 보험자의 승인을 받아야 한다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
316,ABANK-0316,인스교재,07특종보험,기타특종보험,지적재산권보험,진위형,AB11,AB11,보상하는손해,"지적재산권에 대한 소유권 분쟁은 기업체가 보유한 지적재산권을 다른 기업체가 침해할 경우 그러한 침해를 보 호하기 위한 법적 대응조치를 말하며, 새롭게 개발한 지적재산권에 대해 다른 기업체로부터 침해를 이유로 소송을 제기 당하는 경우도 보상한다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
317,ABANK-0317,인스교재,07특종보험,기타특종보험,지적재산권보험,진위형,AB11,AB11,보상하는손해,"지적재산권에 대한 소유권 분쟁은 기업체가 보유한 지적재산권을 다른 기업체가 침해할 경우 그러한 침해를 보 호하기 위한 법적 대응조치를 말하며, 새롭게 개발한 지적재산권에 대해 다른 기업체로부터 침해를 이유로 소송을 제기 당하는 경우는 제외된다.",,X,X,10.0,10.0,0,,두가지모두 보상,,,,,,,,,,,
318,ABANK-0318,인스교재,07특종보험,기타특종보험,지적재산권보험,진위형,AB11,AB11,담보조건,"지적재산권 보험에서 담보하는 클레임은
① 상호클레임
② 방어클레임
③ 보호클레임
④ 소송제기 클레임이 있다",,X,X,10.0,10.0,0,,상호X,,,,,,,,,,,
319,ABANK-0319,인스교재,07특종보험,기타특종보험,지적재산권보험,진위형,AB11,AB11,담보조건,"지적재산권 보험에서 담보하는 클레임은
① 계약클레임
② 방어클레임
③ 보호클레임
④ 소송제기 클레임이 있다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
320,ABANK-0320,인스교재,07특종보험,기타특종보험,동물보험,진위형,AB11,AB11,공제액설정,동물보험은 사망만 담보하여 사실상 전손사고만 보상하기 때문에 공제금액을 설정하지 않는다,,X,X,10.0,10.0,0,,공제액설정함,,,,,,,,,,,
321,ABANK-0321,인스교재,07특종보험,기타특종보험,동물보험,진위형,AB11,AB11,보상하지 않는 사고,동물보험에서 수의사가 아닌 사람이 행한 치료행위로 인한 동물의 사망은 담보한다,,X,X,10.0,10.0,0,,수의사만,,,,,,,,,,,
322,ABANK-0322,인스교재,07특종보험,기타특종보험,동물보험,진위형,AB11,AB11,보상하지 않는 사고,동물보험에서 보험자가 수의사를 선임하기 이전에 피보험자가 선임한 수의사가 해당 동물을 고칠 수 없는 질병 혹은 부상으로 심한 고통을 겪는 경우 이를 경감하기 위한 목적으로 도살이 불가피하다고 인정되는 경우 담보한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
323,ABANK-0323,인스교재,07특종보험,기타특종보험,동물보험,진위형,AB11,AB11,담보 전제조건,동물보험에서 보험개시일 당시에 동물의 건강상태가 양호함을 입증해야 하며 보통 보험게약 체결 이후 수의사의 검진 내역서를 첨부한다,,X,X,10.0,10.0,0,,부보당시,,,,,,,,,,,
324,ABANK-0324,인스교재,07특종보험,기타특종보험,동물보험,진위형,AB11,AB11,담보 전제조건,동물보험에서 동물에게 불임시술을 하는 경우에는 해당 시술일 직전에 해당 동물의 담보는 종료한 것으로 간주한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
325,ABANK-0325,인스교재,07특종보험,기타특종보험,동물보험,진위형,AB11,AB11,담보 전제조건,동물보험에서 보험기간 중 동물이 공개시장 에서 가격 평가를 받았다면 해당 평가 가격이 보험증권의 보상한도액 보다 낮은 경우 보험자의 보상책임은 그 중 최저가격을 기준으로 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
326,ABANK-0326,인스교재,07특종보험,기타특종보험,행사취소보험,진위형,AB11,AB11,보상하는 손해,행사취소보험의 불이행 담보는 행사주관자가 통제할 수 없는 상황이 발생하여 행사가 계획대로 개최되지 않았 을 경우에 그러한 상황이 발생하기 이전까지 투입된 비용을 보상한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
327,ABANK-0327,인스교재,07특종보험,기타특종보험,날씨보험,진위형,AB11,AB11,날씨보험 특징,날씨보험은 보험금 지급까지 시간이 오래 걸리는 전형적인 Long tail 보험상품이다,,X,X,10.0,10.0,0,,숏테일,,,,,,,,,,,
328,ABANK-0328,인스교재,07특종보험,기타특종보험,날씨보험,진위형,AB11,AB11,날씨보험용어,"날씨 지수란 관측기간 동안 관측지점의기상청이발표하는 기온, 강수량 등 날씨요소를 수치화 한 것으로 보험증서에 기재된 것을 말한다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
329,ABANK-0329,인스교재,07특종보험,기타특종보험,날씨보험,진위형,AB11,AB11,날씨보험용어,관측지점은 보험증서에 기재된 관측소에서 자료가 수집되는 지점이다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
330,ABANK-0330,인스교재,07특종보험,기타특종보험,날씨보험,진위형,AB11,AB11,날씨보험용어,예비관측소는보험증서에 기재된 관측소가 관측자료를 제공할 수 없는 경우 예비관측소에 서 수집된 자료를 대표하는 것으로 간주한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
331,ABANK-0331,인스교재,07특종보험,기타특종보험,정치적위험보험,진위형,AB11,AB11,특징,정치적 위험보험은 몰수보험(Expropriation Insurance)과 정치적 위험보험(Political Force Majeure Insurance)두 가지가 있다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
332,ABANK-0332,인스교재,07특종보험,기타특종보험,지적재산권보험,진위형,AB11,AB11,담보조건,지적재산권 보험에서 담보하는 소송제기 클레임은 피보험자가 제기한 소송이며 손해배상금은 청구하지않는다,O,O,O,10.0,9.0,1,,피보험자가 이미지불했으므로 손해배상 무의미,부실공부,,,,,,,,,,
333,ABANK-0333,인스교재,07특종보험,기타특종보험,법률비용보험,진위형,AB11,AB11,보험기간,"법률비용보험은 소송제기 시점을 보험사고로 하므로, 소송의 원인이 되는 사건이 보험기간 전에 발생하였더라 도 소송제기가 보험기간 내에 이루어졌다면 보상한다.",,X,X,10.0,9.0,1,,동일기간내 발생,,,,,,,,,,,
334,ABANK-0334,인스교재,07특종보험,기타특종보험,날씨보험,진위형,AB11,AB11,날씨보험용어,① 지수는 날씨지수의 최대 값이다,,X,X,10.0,9.0,1,,최소값,,,,,,,,,,,
773,ABANK-0773,인스교재,07특종보험,범죄보험,BPP,진위형,AB05,AB05,금융기관종합보험 담보,"금융기관종합보험(Banker's package policy)는 내부자의 부정행위, 제3자 또는 외부자의 강도 및 절도, 유가증권 위조, 위조화폐 수취등 범죄행위로 인한 금융기관의 손실을 보괄 담보하는 보험임",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
774,ABANK-0774,인스교재,07특종보험,범죄보험,BPP,진위형,AB05,AB05,금융기관종합보험중복보험,금융기관종합보험(Banker's Package Policy와 다른보험이 중복될 경우 다른 보험을 Primary policy로 적용하여 우선 보상하고 그 초과분에 대해서만 Bankers's Package Policy에서 Excess Policy로 보상한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
775,ABANK-0775,인스교재,07특종보험,종합보험,개요,진위형,AB05,AB05,패키지보험장점,종합보험은 통합담보로 포괄적 담보가 가능하고 보험료 할인효과가 크며 계약자가 조건을 협의가능하며 개별보험 보다 관리가 용이함,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
776,ABANK-0776,인스교재,07특종보험,범죄보험,BPP,진위형,AB05,AB05,금융기관종합보험 특징,"금융기관종합보험(Banker's Package Policy)는
① 보험기간은 1년 기준이나 1년 미만 혹은 이상도 가능
② 보험기간중 배상청구가 이루어져야 하는 배상청구기준증권(Claim-made Basis Policy)다
③ 보험의 개시 및 종료시간은 정오(noon)
④ 사고발생 시 소급담보일자(Retroactive Date)이후인 경우에 보상한다",,X,X,10.0,10.0,0,,발견기준,,,,,,,,,,,
777,ABANK-0777,인스교재,07특종보험,범죄보험,BPP,진위형,AB05,AB05,금융기관종합보험중복보험,금융기관종합보험(Banker's Package Policy)과 다른보험 사이에 중복보험이 성립되면 보험금 계산방식 여부를 따지지 않고 독립책임액 계산방식에 따라 보험금을 처리한다,,X,X,10.0,10.0,0,,primary초과분만보상,,,,,,,,,,,
778,ABANK-0778,인스교재,07특종보험,범죄보험,BPP,진위형,AB05,AB05,금융기관종합보험개념,"금융기관종합보험(Banker's package policy)는 금융기관이 예금업무, 투자 업무, 대출 업무 등 금융기관 본래의 업무를 하는 동안에 제3자의 금융 사기행위 등으로 인하여 발생한 금융기관의 손해를 보상하는 보험이다",,X,X,10.0,10.0,0,,내부자,,,,,,,,,,,
