INDEX,QCODE,SOURCE,LAYER1,LAYER2,LAYER3,TYPE,CODE1,CODE2,TITLE,QUESTION,INPUT,RESULT,ANSWER,풀이회수,정답회수,오답회수,오답율,EXPLAIN,ANALSYS,1ST,2ND,3rd,4th,5th,6th,7th,8th,9th,10th
121,ABANK-0121,인스교재,06재산보험,패키지보험,SEC 1 PAR,진위형,AA03,AA03,소규모공사조항,Minor works를 담보한다는 것은 물적 피해(Property damage)만 보상한다는 것이며 사고로 인한 예정 이익손실(ALOP)을 보상하는 것은 아니다. 사고로 인한 예정이익손실의 보상은 별도의 보험을 가입하여 야 한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
122,ABANK-0122,인스교재,06재산보험,패키지보험,SEC 1 PAR,진위형,AA03,AA03,확장담보조항,"피보험자는 추가자산에 대한 명세를 추가일로부터 2개월 이내에 보험회사에 제출하여야 하며, 이에 대 한 추가보험료는 보험기간 만료 시 일할 계산하여 일괄 납입한다.* 화재보험에서는 추가자산 발생 시 보험회사에 즉시 통보하고 추가보험료가 납입한 이후에 보장이 가능한 것과 비교해서 알아둘 것",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
123,ABANK-0123,인스교재,06재산보험,패키지보험,SEC 1 PAR,진위형,AA03,AA03,보험요율 구득,"패키지보험 요율 구득 process
① The Insured(보험 가입자) : rate quotation(입찰 공고) 요청
② The Insurer(보험자) : quotation order
③ Reinsurance brokers(보험중개사) : rate quotation
④ Reinsurance marke(재보험자) : net to UW rate",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
124,ABANK-0124,인스교재,06재산보험,패키지보험,SEC 2 MB,진위형,AA03,AA03,MB가입대상,Section II MB는 기계적 사고(Machinery Breakdown)를 보상하는 담보이다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
125,ABANK-0125,인스교재,06재산보험,패키지보험,SEC 2 MB,진위형,AA03,AA03,MB가입대상,"Section II MB는 기계적 사고(Machinery Breakdown)를 보상하는 담보이다. 화재보험 등에서는 원칙적으로 기 계적 사고는 담보하지 않으므로, MB를 추가하여 공백없는 재산보호가 가능하다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
126,ABANK-0126,인스교재,06재산보험,패키지보험,SEC 2 MB,진위형,AA03,AA03,MB확장담보조항,"담보위험의 조건은
① Compressor가 파열되었다면 기계보험(MB) 사고이다.
② Compressor가 파열되고 가연성 물질의 급격한 유출로 화재가 발생하여 주변재산의 피해가 발동 였다면 기계보험(MB) 사고와 재산종합보험(PAR) 사고가 공존한다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
127,ABANK-0127,인스교재,06재산보험,패키지보험,SEC 2 MB,선택형,AA03,AA03,보상의기준,"패키지보험 Section II : MB에 대한 다음 설명 중 틀린 것은?
① 기계, 기계설비 또는 장치를 가입대상으로 한다.
② PAR에서 보상 가능한 손해를 주로 담보하며, 추가적으로 기계적 사고(Machinery Breakedong)를 보상한다.
③ 부보된 기계장치가 작동 중이거나 휴지시 또는 청소 검사, 분해를 목적으로 철거되거나 이동 되는 동안에 발생한 손해 및 구내의 다른 장소에서 재조립하는 기간 중에 발생한 손해도 보 상한다.
④ 재조달가액(replacement cost value) 기준으로 보상한다.",2,O,2,10.0,10.0,0,,PAR는 면제,,,,,,,,,,,
128,ABANK-0128,인스교재,06재산보험,패키지보험,SEC 2 MB,진위형,AA03,AA03,면책사항,"패키지보험 Section II : MB는 주로 기계적 사고(Machinery Breakdown)를 보상하며, PAR에서 보상 가능한 손해는 면책사항으로 규정하고 있다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
129,ABANK-0129,인스교재,06재산보험,패키지보험,SEC 2 MB,선택형,AA03,AA03,MB의 보상내용,"패키지보험 Section II MB에 대한 다음 설명 중 틀린 것은?
① 사업장 내에서 설치 가동 중인 모든 기계, 기계설비 및 장치의 기계적 사고(Machinery Breakdown)를 담보한다.
② 화재보험이나 PAR cover와 짝을 이루어 가입하면 공백없는 재산보호가 가능하다.
③ 동종의 새로운 기계를 재조달하는 비용 즉 재조달가액으로 부보한다.
④ Operation 사고를 보상하며, Shut-down 또는 Maintenance or Inspection 중에 발생한 사고는 보상하지 않는다.",4,O,4,10.0,10.0,0,,"오페레이션, 셧다운, 유지보수검사 조사도 보상",,,,,,,,,,,
130,ABANK-0130,인스교재,06재산보험,패키지보험,SEC 3 BI,진위형,AA03,AA03,BI 보상요건,Section III BI는 PAR이나 MB에서 보상하는 사고가 발생하여야 보험금 지급이 가능하다. 만약 물적피해액이 기초공제액을 초과하지 않는다면 BI도 보험금이 지급되지 않는다,,X,X,10.0,10.0,0,,지급함,,,,,,,,,,,
131,ABANK-0131,인스교재,06재산보험,패키지보험,SEC 3 BI,진위형,AA03,AA03,BI 보상요건,"SectionIII BI는 PAR이나 MB에서 보상하는 사고가 발생하여야 보험금 지급이 가능하다. 다만, 물적피해액이 반드시 기초공제액을 초과할 필요는 없다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
132,ABANK-0132,인스교재,06재산보험,패키지보험,SEC 3 BI,선택형,AA03,AA03,BI 보상요건,"패키지보험 Section III BI의 보상요건으로 틀린 것은?
① PAR 또는 MB에서 사고가 발생하여 물적피해가 있고, 그로 인하여 기업휴지(조업중단 또는 감소로 인한 생산 감소)가 있어야 한다.
② 물적피해액이 반드시 기초공제액을 초과할 필요는 없다.
③ 기존의 재고를 활용하여 매출액의 감소가 발생하지 않았더라도 기업휴지 담보대상이다.
④ 매출액 감소로 인한 총이익(Gross profit)의 손실이 있어야 한다.",3,O,3,10.0,10.0,0,,매출액감소 필수,,,,,,,,,,,
133,ABANK-0133,인스교재,06재산보험,패키지보험,SEC 3 BI,선택형,AA03,AA03,BI 담보위험,"기업휴지보험에서 Material damage provision의 뜻은?
① 담보하는 위험에 의하여 보험의 목적에 물적 손해가 발생하여야 한다.
② 물적손해에 기인하여 판매활동, 생산활동 등 기업활동이 전부 또는 부분적으로 중단되어야 한다.
③ 기업활동이 중단된 결과 영업수익이 감소하여야 한다.
④ 영업수익의 감소에 기인하여 부보된 이익 또는 비용에 대한 금전적 손실이 발생하여야 한다.",1,O,1,10.0,10.0,0,,,,,,,,,,,,,
134,ABANK-0134,인스교재,06재산보험,패키지보험,SEC 3 BI,진위형,AA03,AA03,BI 보상요건,"기업휴지 확장담보의 요건은 #
① : 피보험자에게 부품을 납품하는 공급업체에 사고가 발생하여 피보험자 조업 중단이 발생#
② : 피보험자가 제품을 납품하는 수요업체에 사고가 발생하여 피보험자 조업 중단이 발생- 위의 두가지 모두 Customers extension clause 대상이다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
135,ABANK-0135,인스교재,06재산보험,패키지보험,SEC 4 GL,진위형,AA03,AA03,GL COVER,다만 북미지역 수출제품에 관한 생산물 위험은 특수성을 감안하여 별도의 보험조건으로 담보하는 경우가 많다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
136,ABANK-0136,인스교재,06재산보험,패키지보험,SEC 4 GL,진위형,AA03,AA03,GL COVER,"Section IV GL은 영업활동과 관련하여 발생한 제3자의 재산이나 인명피해를 보상하기 위한 피보험자의 배 상책임을 담보하며, 시설소유관리자의 위험은 시설소유자 배상책임의 영역으로 GL에서는 보상하지 않는 손해이다",,X,X,10.0,10.0,0,,,,,,,,,,,,,
137,ABANK-0137,인스교재,06재산보험,패키지보험,SEC 4 GL,진위형,AA03,AA03,GL COVER,"Section IV GL은 영업활동과 관련하여 발생한 제3자의 재산이나 인명피해를 보상하기 위한 피보험자의 배상책 임을 담보하며, 여기에는 시설소유관리자의 위험도 당연히 포함된다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
138,ABANK-0138,인스교재,06재산보험,패키지보험,SEC 4 GL,진위형,AA03,AA03,담보위험,점진적이고 누적적으로 진행된 오염 또는 오염물질 배출사고는 담보하지 않는다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
139,ABANK-0139,인스교재,06재산보험,패키지보험,SEC 4 GL,진위형,AA03,AA03,담보위험,하자 있는 제품 자체의 손해는 담보하지 않는다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
140,ABANK-0140,인스교재,06재산보험,패키지보험,SEC 4 GL,진위형,AA03,AA03,담보위험,"산업재해보상보험에서 보상이 되는 경우라면, 산업재해보상보험의 보상한도액을 초과하는 부분만 을 보상한다. 다만 사용자 배상책임의 보상액은 회사와 피용자의 과실비율을 고려한 법원의 판결금 액을 기준으로 한다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
141,ABANK-0141,인스교재,06재산보험,재물보험,패키지보험,진위형,AA03,AA03,패키지보험 MB 보상기준,패키지보험 Section II MB에서 하나이상의 기계장치가 있을 경우 모든 기계장치를 합산하여 비례보상을 적용한다,X,O,X,10.0,9.0,1,,이명박은 각설탕 좋아함,4중1개 틀린것,,,,,,,,,,
142,ABANK-0142,인스교재,06재산보험,재물보험,동산보험,진위형,AA03,AA03,동산종합보험에 대한 설명,Inland Floaster Policy는 보통약관에서 담보하는 위험을 구체적으로 규정하고 있다,,X,X,10.0,9.0,1,,특별약관에서규정,,,,,,,,,,,
143,ABANK-0143,인스교재,06재산보험,패키지보험,SEC 2 MB,선택형,AA03,AA03,면책위험,"패키지보험 Section II MB의 면책위험에 해당하지 않는 것은?
① PAR에서 보상 가능한 손해
② 기계장치의 붕괴, 파열, 깨짐, 균열, 변형, 뒤틀림 등의 현상
③ 충분한 기간 동안 설계용량의 100%로 운전되어 성능시험이 성공적으로 완료되었다고 보기 이전에 생긴 손해 및 시운전 기간 중의 사고
④ 여하한 성질의 기계의 사용손실 또는 결과적 손해",2,O,2,10.0,9.0,1,,2)보상함,국어 부정의부정,,,,,,,,,,
144,ABANK-0144,인스교재,06재산보험,패키지보험,SEC 2 MB,선택형,AA03,AA03,MB 비례보상,"패키지보험 Section II MB 보상기준에 대한 다음 설명 중 틀린 것은?
① 하나 이상의 기계장치가 있을 경우 모든 기계장치를 합산하여 비례보상을 적용한다.
② 재조달가액(replacement cost value)이라 함은 유사한 종류 및 품질의 신품으로 대체하거 나 수리하는데 소요되는 일체의 비용을 말하며, 수리를 효과적으로 하기 위한 해체 및 재조 립비용을 포함한다.
③ 보험가입금액이 부보되어야 할 금액보다 적을 경우 보험자는 부보되어야 할 금액에 대한 보험가입금액의 비율로 비례보상한다.
④ 사고가 난 부보자산의 수리 또는 대체가 되지 않을 경우에는 시가(actual cash value)를 기 준으로 보상한다.",1,O,1,10.0,9.0,1,,이명박은 각설탕 좋아함,,,,,,,,,,,
145,ABANK-0145,인스교재,06재산보험,패키지보험,SEC 2 MB,진위형,AA03,AA03,비례보상,패키지보험 Section II : MB는 하나 이상의 기계장치가 있을 경우 각 기계장치별로 비례보상을 별도로 적용한다,O,O,O,10.0,9.0,1,,이명박은 각설탕 좋아함,,,,,,,,,,,
146,ABANK-0146,인스교재,06재산보험,패키지보험,SEC 1 PAR,진위형,AA03,AA03,보험금분담,"패키지보험과 다른 보험 사이에 중복보험이 성립하고, 만약 다른 보험이 시가보험이라면 보험금 분담은 다른 보험의 시가를 재조달가액 보험으로 변경한 뒤, 다른 보험과 비례분담방식으로 분담보 험금을 산정한다.",,X,X,10.0,9.0,1,,패키지를 시가로환산후비례,"착각, 집중력",,,,,,,,,,
147,ABANK-0147,인스교재,06재산보험,패키지보험,SEC 1 PAR,진위형,AA03,AA03,일시적철거비용담보조항,"일시적철거비용 담보는 본래 보험목적물 중 시설물이나 기계 등은 구내의 정해진 장소에 있는 경우에 한해서 담보되나, 청소, 개 량, 수리 이와 유사한 목적을 위하여 일시적으로 철거되어 동일 구내 또는 다른 장소로 일시적으로 이동 하는 경우에도 담보하고자 하는 것이 취지이다.",O,O,O,10.0,9.0,1,,,"착각, 집중력",,,,,,,,,,
148,ABANK-0148,인스교재,06재산보험,패키지보험,SEC 1 PAR,선택형,AA03,AA03,재고자산평가방법,"PAR에서 재고자산 평가 방법에 대한 다음 설명 중 틀린 것은?
① 상품은 재매입가격으로 평가한다.
② 반제품은 재생산원가로서 투입 재료비에 가공비를 가산한 금액으로 평가한다.
③ 재공품을 외부로부터 매입한 경우에는 재매입가격으로 평가한다.
④ 원재료를 자가제조한 경우에는 제조원가로 평가한다.",3,O,3,10.0,9.0,1,,"제품,반제품, 재공품은 재생산원가",원재료 부재료 저장품은 재매입가격,,,,,,,,,,
149,ABANK-0149,인스교재,06재산보험,패키지보험,SEC 1 PAR,선택형,AA03,AA03,보상한도액,"패키지보험 Section I : PAR에 대한 다음 설명 중 틀린 것은?
① 포괄위험 담보 방식이다.
② 보험가액은 사고가 발생한 때와 곳의 가액(시가)으로 정한다.
③ PAR 보험증권에는 보통 보험가입금액과 보상한도액(LO.L)이 같이 기재된다.
④ 실무상 보상한도액은 보험가입금액보다 적은 것이 일반적이다.",2,O,2,10.0,8.0,2,,PAR보험가액재조달가액 LOL<가입금액,,,,,,,,,,,
150,ABANK-0150,인스교재,06재산보험,재물보험,BI,진위형,AA03,AA03,미국식 BI와 LOPI설명,LOPID의 Indemnity period는 사고발생일부터 영업수익 회복시 까지며 특별비용의 손실보상액 계산에 비례보상을 적용하지 않는다,,X,X,10.0,9.0,1,,비례보상적용,몰랐음,,,,,,,,,,
151,ABANK-0151,인스교재,06재산보험,패키지보험,SEC 3 BI,진위형,AA03,AA03,BI 보상요건,SectionIII BI는기존의 재고를 활용하여 매출액의 감소가 발생하지 않았다면 기업휴지가 없다고 본다,X,O,X,10.0,8.0,2,,재고로 때워도 기업휴지 인정,부실공부,,,,,,,,,,
152,ABANK-0152,인스교재,06재산보험,기업휴지보험,개요,진위형,AA04,AA04,전제조건,기업휴지보험은 담보하는 위험에 의하여 보험의 목적에 물적 손해가 발생하여야 한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
153,ABANK-0153,인스교재,06재산보험,기업휴지보험,,진위형,AA04,AA04,전제조건,기업휴지보험은 담보하는 위험에 의하여 보험의 목적에 물적 손해가 발생하여야 한다. 이를 Material damage provision이라고 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
154,ABANK-0154,인스교재,06재산보험,기업휴지보험,주요조건,진위형,AA04,AA04,기업휴지손해,기업휴지손해= 보험가입 경상비+영업이익,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
155,ABANK-0155,인스교재,06재산보험,기업휴지보험,주요조건,진위형,AA04,AA04,기업휴지손해,기업휴지손해는 영업이익에서 보험가입경상비를 뺀 값이다.,,X,X,10.0,10.0,0,,더한값,,,,,,,,,,,
156,ABANK-0156,인스교재,06재산보험,기업휴지보험,주요조건,진위형,AA04,AA04,기업휴지손해,기업휴지손해는 영업이익과 보험가입경상비를 더한 값이다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
157,ABANK-0157,인스교재,06재산보험,기업휴지보험,주요조건,진위형,AA04,AA04,영업이익,영업이익=매출액-영업비용,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
158,ABANK-0158,인스교재,06재산보험,기업휴지보험,주요조건,선택형,AA04,AA04,보험가입 경상비,"다음의 설명이 뜻하는 정의는? 경상비란 영업을 계속하기 위하여 지출하는 비용을 말하며, ( ) 란 기업휴지가 발생한 이후에도 계속 지출해야 하는 경상비를 말한다.
① 보험가입경상비
② 면책위험경상비
③ 추가지출경상비
④ 기업휴지경상비",1,O,1,10.0,10.0,0,,,,,,,,,,,,,
159,ABANK-0159,인스교재,06재산보험,기업휴지보험,주요조건,진위형,AA04,AA04,휴업손실,"지출되지 않는 보험가입 경상비의 예시는
① 사고 후 휴업한 결과 종업원이 퇴직하여 인건비가 절약된 경우
② 건물이 전소되어 감가상각비 계상이 필요 없게 된 경우
③ 임차건물 손실로 임차계약이 해약되어 임차료를 계상하지 않게 된 경우",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
160,ABANK-0160,인스교재,06재산보험,재물보험재보험,재물보험보유,선택형,AA05,AA05,보유의 의의,"다음 중 재보험의 목적에 해당하지 않는 것은?
① 위험의 분산
② 위험의 평균화
③ 도덕적 위험 감소
④ 위험의 평균화 보험회사의 경영상의 안정",3,O,3,10.0,10.0,0,,,,,,,,,,,,,
161,ABANK-0161,인스교재,06재산보험,재물보험재보험,재물보험보유,진위형,AA05,AA05,보유의 의의,"재보험의 목적은 다음과 같다.
① 위험의 분산
② 위험의 평균화
③ 보험회사의 경영상의 안정",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
162,ABANK-0162,인스교재,06재산보험,재물보험재보험,재물보험보유,진위형,AA05,AA05,보유의 종류,보유액 의사결정은 예상손실액(PML)의 크기를 기초로 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
163,ABANK-0163,인스교재,06재산보험,재물보험재보험,재물보험보유,진위형,AA05,AA05,보유의 종류,"보유한도란 보험자가 기업경영을 위태롭지 않을 정도로 개개의 위험에 대하여 자기의 계산으로 부담할 수 있는 최고책임액을 말하며, 보유액 의사결정은 예상손실액(PML)의 크기를 기초로 한다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
164,ABANK-0164,인스교재,06재산보험,재물보험재보험,재물보험보유,선택형,AA05,AA05,보유의 종류,"재물보험에서 보유에 대한 다음 설명 중 틀린 것은?
① 개별위험 보유에서 1위험이라 함은 통상의 상태에 있어서 손해를 입게 될 위험의 범위 혹은 크기를 말한다.
② 직접위험보유는 다수의 위험이 1사고에 따라 손해를 입을 가능성이 있는 범위의 경우를 상 정하여 결정한다.
③ 총계위험 보유는 개별적으로는 크지 않지만 연간에 어떤 수준을 넘는 몇 개의 손실이 있어 합계하면 대재해의 손실에 필적하는 경우(예 Crop insurance 등 농작물 보험)의 포트폴리 오에 유용한 방식이다.
④ 총계위험 보유에서는 보통 1개의 순보유를 설정한다",4,O,4,10.0,10.0,0,,총계보험은2개보유,,,,,,,,,,,
165,ABANK-0165,인스교재,06재산보험,재물보험재보험,재물보험보유,진위형,AA05,AA05,언더라이터의 직관,언더라이터의 직관에 의한 보유 방법은 실제에 있어서는 매우 정확한 보유가 결정된다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
166,ABANK-0166,인스교재,06재산보험,재물보험재보험,재물보험보유,진위형,AA05,AA05,언더라이터의 직관,언더라이터의 직관에 의한 보유 방법은 보기에 따라서는 매우 불합리한 것처럼 보이나 실제에 있어서는 매우 정 확한 보유가 결정된다. 해당 언더라이터는 관련 분야에 대해서 누구보다 많은 경험을 보유하고 있으며 그러한 경험을 토 대로 보유를 결정하기 때문이다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
167,ABANK-0167,인스교재,06재산보험,재물보험재보험,재물보험의재보험,선택형,AA05,AA05,재보험 일반원칙,"다음 중 재보험의 일반원칙에 해당하지 않는 것은?
① 피보험이익
② 최대선의의 원칙
③ 손해보상의 원칙
④ 타인의 사망보험 체결 시 서면동의",4,O,4,10.0,10.0,0,,,,,,,,,,,,,
168,ABANK-0168,인스교재,06재산보험,재물보험재보험,재물보험의재보험,진위형,AA05,AA05,재보험 일반원칙,"재보험의 일반원칙에는 피보험이익, 최대선의의 원칙, 손해보상의 원칙, 대위 및 분담 등이 있다. 타인의 사망 보험 체결 시 서면동의가 필요한 것은 재보험과는 크게 관련이 없다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
169,ABANK-0169,인스교재,06재산보험,재물보험재보험,재물보험의재보험,선택형,AA05,AA05,재보험의 기능,"다음 중 재보험의 기능에 대한 설명으로 옳지 않은 것은?
① 보험계약의 인수능력 증대
② 보험경영의 안정성 도모
③ 보험사고의 경감
④ 재무구조 개선",3,O,3,10.0,10.0,0,,,,,,,,,,,,,
790,ABANK-0790,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"다음중국문화재보험의물건별보험요율적용에관한 설명으로옳지않은것은?
① 주택으로사용하는건물내에일시적으로가재이외의 동산을수용하는경우건물및가재에대하여는주택물건 요율을적용한다.
② 주택으로건축중인건물(신축, 증축, 개축및수선중인 건물)로서건축기간중만을보험기간으로하는계약에 대하여는주택물건요율을적용한다.
③ 교회, 사원의본당및그부속건물, 의사의진료소, 대서소 등에쓰이는주택또는공가에대해서는일반물건의요율을 적용한다.
④ 신축중인공장으로서그의예정계획이공장물건에 해당하는것은공업상의작업에사용하는기계의설치가 완료되기전까지는일반물건의요율을적용한다.",,X,1,,,0,,,,,,,,,,,,,
791,ABANK-0791,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"다음중국문화재보험에관한설명으로옳지않은것은?
① 물건의종류를주택물건, 일반물건, 공장물건으로구분한다.
② 보험요율적용의기간단위는1년을원칙으로하고, 기간 보험에해당한다.
③ 보험기간중보험가액이변경되지않는보험가액불변경 주의가적용된다.
④ 보통약관에서는보상하는손해의종류를열거하는방식을 채택하고있다.",,X,1,,,0,,,,,,,,,,,,,
792,ABANK-0792,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"다음중국문화재보험특별약관에해당하지않는것은?
① 풍수재위험특별약관
② 유리손해특별약관
③ 상품포괄특별약관
④ 지진위험특별약관",,X,2,,,0,,,,,,,,,,,,,
793,ABANK-0793,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"국문화재보험보통약관의내용으로( )안에들어갈말로 옳은것은? 보험금청구권, 보험료또는환급금반환청구권은 (가)( )년간행사하지아니하면소멸시효가완성됩니다. 계약자, 피보험자또는이들의대리인의사기에의하여 계약이성립되었음을회사가증명하는경우에는계약 체결일로부터(나)( )년이내(사기사실을안날로부터 1개월이내)에계약을취소할수있습니다.
① (가) 3년, (나) 5년
② (가) 2년, (나) 5년
③ (가) 5년, (나) 3년
④ (가) 2년, (나) 3년",,X,4,,,0,,,,,,,,,,,,,
794,ABANK-0794,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"국문주택화재보험보통약관에서담보하는손해에해당하는것은?
① 화재가발생했을때도난으로생긴손해
② 가사용가스의폭발로생긴손해
③ 급배수설비가우연한사고로인해누수됨에따라보험의 목적에생긴직접손해
④ 전기장치의전기적사고로생긴손해",,X,3,,,0,,,,,,,,,,,,,
795,ABANK-0795,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"국문화재보험보통약관에서보상하는비용손해에관한 설명으로옳지않은것은?
① 잔존물제거비용은사고현장에서의잔존물의해체비용, 청소비용및차에싣는비용으로보험가입금액을초과할 수없다.
② 잔존물을보전하기위하여지출한필요비또는유익비는 보험가입금액을한도로보상한다.
③ 제3자로부터손해의배상을받을수있는경우에는 그권리를지키거나행사하기위하여지출한필요비 또는유익비는보험가입금액을초과하더라도보상한다.
④ 손해의방지또는경감을위하여지출한필요비또는 유익비는일부보험의경우비례보상이적용된다.",,X,4,,,0,,,,,,,,,,,,,
796,ABANK-0796,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"국문화재보험에서아래의조건에따라지급보험금을산출할 경우옳은것은? □영위업종: 일반판매시설 □보험가입금액: 건물800만원, 재고자산800만원 □보험가액: 건물1,000만원, 재고자산1,000만원 □손 해 액: 건물200만원, 재고자산300만원
① 건물200만원, 재고자산240만원
② 건물200만원, 재고자산300만원
③ 건물160만원, 재고자산300만원
④ 건물160만원, 재고자산240만원",,X,4,,,0,,,,,,,,,,,,,
797,ABANK-0797,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"다음중패키지보험의제1부문재산종합위험담보와제
① 부문기계위험담보의공통된확장위험담보조항에해당하 지않는것은?
② 일시적인철거위험(Temporary Removal)
③ 특별비용(Expediting Expenses)
④ 건축가, 조사자, 자문기술자용역비용(Architects, Surveyors and Consulting Engineers)",,X,4,,,0,,,,,,,,,,,,,
798,ABANK-0798,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"패키지보험의제3부문기업휴지손해담보에관한설명으로 옳지않은것은?
① 재산종합위험담보부문에서의보상여부에관계없이조업의 중단또는휴지로생긴손해를보상한다.
② 매출액의감소로인한총이익의상실액과특별비용을 보상한다.
③ 공사과정중의작업에기인된공사지연에따른기업 휴지손실은보상하지않는다.
④ 손해를입은재물의재축과관련하여타인에의해구내 에서조업이중단됨으로서증가한손해는보상하지않는다.",,X,4,,,0,,,,,,,,,,,,,
799,ABANK-0799,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"패키지보험의제1부문재산종합위험담보에서별도의 명시적인합의가없는한보상하지않는목적물에해당 하지않은것은?
① 통상적인유지정비를위해시운전중인기계
② 운송중인상품이나재물
③ 지하의재물
④ 제조과정중에투입된촉매",,X,4,,,0,,,,,,,,,,,,,
800,ABANK-0800,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"다음중국문화재보험에서보험회사가보험계약을해지 할수있는경우는?
① 계약자또는피보험자가고의로보험금지급사유를 발생시킨경우
② 계약전알릴의무위반이있었으나, 1회보험료를받은 때부터보험금지급사유가발생하지않고2년이 지났을때
③ 계약전알릴의무위반이있었으나, 계약을체결한날부터 3년이지났을때
④ 보험을모집한자가계약자또는피보험자의계약전 알릴의무이행을방해한경우",,X,3,,,0,,,,,,,,,,,,,
801,ABANK-0801,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"다음중국문화재보험보통약관에서보상하는손해가아닌 것은?
① 화재진압과정에서발생하는손해
② 화재사고현장에서잔존물을차에싣는비용
③ 화재사고현장의토양오염물질제거에합리적으로지출한 비용
④ 잔존물을보전하기위하여지출한유익한비용",,X,1,,,0,,,,,,,,,,,,,
802,ABANK-0802,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"다음중국문화재보험보통약관에서보험의목적에대한 설명으로옳지않은것은?
① 건물의부착물은다른약정이없으면보험의목적에 포함된다.
② 생활용품, 집기·비품등피보험자또는그와같은세대에 속하는사람의소유물은다른약정이없으면보험의 목적에포함된다.
③ 무게나부피가휴대할수있으며, 점당200만원이상인 귀중품은보험증권에기재하여야만보험의목적이된다.
④ 피보험자의소유인칸막이, 대문, 담, 곳간등의부속물은 다른약정이없으면보험의목적에포함된다.",,X,4,,,0,,,,,,,,,,,,,
803,ABANK-0803,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"다음중국문화재보험보통약관에서보상하는손해에해당 하는것은?
① 화재가발생했을때생긴도난또는분실로생긴손해
② 자연발화로연소된다른보험의목적에생긴손해
③ 발전기, 변압기, 배전반및그밖의전기기기또는장치의 전기적사고로생긴손해
④ 지진, 분화, 기타이들과유사한사태로생긴화재 및연소손해",,X,2,,,0,,,,,,,,,,,,,
804,ABANK-0804,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"다음중국문화재보험보통약관에서보험금의지급에대한 설명으로옳지않은것은?
① 보험의목적에손해가생긴경우계약자또는피보험자는 지체없이이를회사에알려야하며, 이를게을리하여 손해가증가된때에는그증가된손해는보상하지않는다.
② 피보험자가보험금을청구할때에는보험금청구서, 신분증, 기타보험회사가요구하는증거자료등의 서류를제출하여야한다.
③ 보험회사는보험금청구서류를접수받은후지체없이 지급할보험금을결정하고, 지급할보험금이결정되면 10일이내에이를지급하여야한다.
④ 보험회사는지급할보험금이결정되기전이라도피 보험자의청구가있을때에는추정한보험금의50% 상당액을가지급보험금으로지급하여야한다.",,X,2,,,0,,,,,,,,,,,,,
805,ABANK-0805,중개사시험,06재산보험,화재보험,,선택형,BA001,AA001,,"다음중국문화재보험보통약관에서보험금등의지급한도 에대한설명으로옳지않은것은?
① 잔존물제거비용은보험증권에기재된보험가입금액을 한도로지급하되손해액의10%를초과할수없다.
② 손해의방지또는경감을위하여지출한필요또는 유익한비용은보험가입금액을초과한경우일부만을 지급할수도있다.
③ 대위권보전비용및잔존물보전비용은보험가입금액을 초과한경우에도이를전액지급하여야한다.
④ 보험회사가손해를보상한경우에는보험가입금액에서 보상액을뺀잔액을손해가생긴후의나머지보험기간에 대한잔존보험가입금액으로한다.",,X,2,,,0,,,,,,,,,,,,,
