INDEX,QCODE,SOURCE,LAYER1,LAYER2,LAYER3,TYPE,CODE1,CODE2,TITLE,QUESTION,INPUT,RESULT,ANSWER,풀이회수,정답회수,오답회수,오답율,EXPLAIN,ANALSYS,1ST,2ND,3rd,4th,5th,6th,7th,8th,9th,10th
377,ABANK-0377,인스교재,08배상책임보험,시설소유관리자,담보약관,진위형,AC02,AC02,물적손해확장 추특약,"물적 손해 확장 추가특별약관은 금, 은, 시계, 도자기 등의 귀중품을 담보하기 위한 추가득 별약관이다",,X,X,10.0,10.0,0,,담보하지 않음,,,,,,,,,,,
378,ABANK-0378,인스교재,08배상책임보험,시설소유관리자,담보약관,진위형,AC02,AC02,물적손해확장 추특약,"물적 손해 확장 추가특별약관은 피보험자가 보호, 관리, 통제하는 재물에 대한 손해배상 책임을 담보한다. 물적손배확장 추가특별약관은 금, 은, 시계, 도자기등의 귀충품을 담보하지 않지만 귀중품 추가특별약관을 첨부하면 이러한 물품까지 담보가 가능하다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
379,ABANK-0379,인스교재,08배상책임보험,시설소유관리자,담보약관,진위형,AC02,AC02,부동산 임대업자 추특약,"임대건물이 화재, 폭발, 붕괴되어 임차인의 재물에 손해를 입힘으로써 임대인이 부담하는 법률상 배상책임을 담보하기 위한 것으로는 부동산 임대업자 추가특별약관이 있다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
380,ABANK-0380,인스교재,08배상책임보험,시설소유관리자,담보약관,선택형,AC02,AC02,담보약관,"시설소유관리자배상책임의 추가 특별약관에 대한 다음 설명중 틀린것은?
① 구내치료비 추가 특별약관은 구내에서 발생한 고객의 신체 사고에 대하여 피보험자의 법률 상 배상책임 여부를 불문하고 일정 금액의 치료비를 보상해주는 담보이다.
② 비행 추가특별약관을 추가하면 미용사 및 이용사의 전문직업 위험을 담보한다.
③ 물적 손해 확장 추가 특별약관은 금, 은, 시계, 도자기 등의 귀중품을 담보하는 추가 특별약 관이다.
④ 부동산 임대업자 추가 특별약관은 임대건물이 화재, 폭발, 붕괴되어 임차인의 재물에 손해 를 입힘으로써 임대인이 부담하는 법률상 배상책임 손해를 담보한다.",3,O,3,10.0,10.0,0,,3)틀림,,,,,,,,,,,
381,ABANK-0381,인스교재,08배상책임보험,시설소유관리자,영문약관,진위형,AC02,AC02,CGL A,CGL Coverage A는 타인에게 인격침해나 광고침해를 입혀서 피보험자가 부담하는 법률상 배상책임을 담보 한다.,,X,X,10.0,10.0,0,,신체장해나재물손해,,,,,,,,,,,
382,ABANK-0382,인스교재,08배상책임보험,시설소유관리자,영문약관,진위형,AC02,AC02,CGL A,CGL Coverage A는 타인에게 신체장해나 재물손해를를 입혀서 피보험자가 부담하는 법률상 배상책임을 담보 한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
383,ABANK-0383,인스교재,08배상책임보험,시설소유관리자,영문약관,진위형,AC02,AC02,CGL C,CGL Coverage C 는 타인에게 신체장해나 재물손해를를 입혀서 피보험자가 부담하는 법률상 배상책임을 담보 한다.,,X,X,10.0,10.0,0,,CGL A,,,,,,,,,,,
384,ABANK-0384,인스교재,08배상책임보험,시설소유관리자,영문약관,진위형,AC02,AC02,CGL B,"인격침해는 신체의 부상, 질병 또는 그로 인한 사망을 말한다.",,X,X,10.0,10.0,0,,신체장해 ,,,,,,,,,,,
385,ABANK-0385,인스교재,08배상책임보험,시설소유관리자,영문약관,진위형,AC02,AC02,CGL B,"신체장해는 신체의 부상, 질병 또는 그로 인한 사망을 말한다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
386,ABANK-0386,인스교재,08배상책임보험,시설소유관리자,영문약관,진위형,AC02,AC02,CGL B,coverage B는 타인에게 인격침해나 광고침해를 입혀서 피보험자가 부담하는 법률상 배상 책임을 담보한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
387,ABANK-0387,인스교재,08배상책임보험,시설소유관리자,영문약관,선택형,AC02,AC02,CGL약관,"CGL의 약관 구성에 대한 내용중 틀린 것은?
① a Coverage A는 Bodily Injury and Property Damage Liability를 담보한다.
② a Coverage B는 Personal Injury and Advertising Injury Liability를 담보한다.
③ Coverage C는 Medical Payment를 담보한다.
④ CGL은 총 3개의 Section으로 구성된다.",4,O,4,10.0,10.0,0,,4번 틀림,,,,,,,,,,,
388,ABANK-0388,인스교재,08배상책임보험,시설소유관리자,언더라이팅,진위형,AC02,AC02,언더라이팅주의사항,동일한 유형의 사고가 빈발하는 경우에는 해당위험에 대한 담보를 제한하는 등의 방법을 강구하여야 한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
389,ABANK-0389,인스교재,08배상책임보험,시설소유관리자,언더라이팅,진위형,AC02,AC02,언더라이팅주의사항,"동일한 유형의 사고가 빈발하는 경우에는 해당위험에 대한 담보를 제한하는 방법은
① 담보제외,
② 공제금액 상향조정
③ 피보험자로 하여금 안전관리 시설이나 대책을 마련토록 하는 것 등이 있다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
390,ABANK-0390,인스교재,08배상책임보험,시설소유관리자,책임법리,선택형,AC02,AC02,일반볍률행위책임성립요건,"민법 제750조 일반불법행위 책임의 성립요건이 아닌 것은?
① 피해자 과실
② 가해자의 책임능력
③ 불법행위와 손해사이의 인과관계
④ 위법성 이다",1,O,1,10.0,9.0,1,,1)가해자과실,,,,,,,,,,,
391,ABANK-0391,인스교재,08배상책임보험,시설소유관리자,책임법리,선택형,AC02,AC02,일반볍률행위책임성립요건,"민법 제750조 일반불법행위 책임의 성립요건이 아닌 것은?
① 가해자의 무과실
② 가해자의 책임능력
③ 불법행위와 손해사이의 인과관계
④ 위법성 이다",1,O,1,10.0,9.0,1,,1)가해자과실,,,,,,,,,,,
392,ABANK-0392,인스교재,08배상책임보험,시설소유관리자,영문약관,선택형,AC02,AC02,보상하는 손해,"다음 중 시설소유관리자 특별약관에서 보상하는 손해는?
① 피보험자가 소유, 사용, 관리하거나 보호, 통제하는 재물에 대한 손해
② 통상적인 유지, 보수 작업으로 시설의 수리, 개조, 신축 또는 철거 작업으로 발생한 손해배상책임
③ 피보험자가 양도한 시설로 생긴 손해에 대한 배상책임과 시설 자체의 손해에 대한 배상책임 피보험자 시설 내에서 사용, 소비되는 손해배상책임
④ 피보험자의 점유를 벗어난 음식물 또는 재물로 생긴 배상책임과 그러한 음식물 또는 재물 자체의 손해에 대한 배상책임",2,O,2,10.0,9.0,1,,2만 해당,,,,,,,,,,,
393,ABANK-0393,인스교재,08배상책임보험,시설소유관리자,영문약관,진위형,AC02,AC02,CGL C,coverage C는 피보험자의 피용인에게 발생한 신체장해에 대하여 피보험자가 부담하는 법률상 배상책임을 담보한다.,,X,X,10.0,9.0,1,,구내발생치료비,,,,,,,,,,,
394,ABANK-0394,인스교재,08배상책임보험,시설소유관리자,영문약관,진위형,AC02,AC02,CGL C,coverage C는 피보험자의 내에서 발생한 고객의 신체 사고에 대하여 피보험자의 법률상 배상책임 여부를 불문하고 일정한 치료비를 보상해주는 담보이다. 국문약관의 구내치료비 추가특별약관과 동일하다.,O,O,O,10.0,9.0,1,,법인대상과 헤깔림,부실공부,,,,,,,,,,
395,ABANK-0395,인스교재,08배상책임보험,시설소유관리자,담보위험,진위형,AC02,AC02,3C,"① C란 Care(보호), Custody (관리), Contro(통제)를 뜻하는 것을 시설소유관리자 배상책임보험에서 담보되지 않 는 전형적인 유형의 위험을 말한다. 이러한 위험은 보관자위험으로 분류된다.",O,O,O,10.0,9.0,1,,,,,,,,,,,,,
396,ABANK-0396,인스교재,08배상책임보험,시설소유관리자,담보약관,진위형,AC02,AC02,물적손해확장 추특약,"물적 손해 확장 추가특별약관은 피보험자가 보호, 관리, 통제하는 재물에 대한 손해배상 책임을 담보한다. 물적손배확장 추가특별약관은 금, 은, 시계, 도자기등의 귀충품을 담보한다",,X,X,10.0,9.0,1,,미담보,,,,,,,,,,,
397,ABANK-0397,인스교재,08배상책임보험,시설소유관리자,책임법리,선택형,AC02,AC02,일반볍률행위책임성립요건,"민법 제750조 일반불법행위 책임의 성립요건이 아닌 것은?
① 가해자의 고의 또는 과실
② 피해자의 책임능력
③ 불법행위와 손해사이의 인과관계
④ 위법성 이다",2,O,2,10.0,8.0,2,,2)가해자책임능력(가고가책불위법),,,,,,,,,,,
398,ABANK-0398,인스교재,08배상책임보험,보관자배상책임,담보위험,진위형,AC03,AC03,담보대상,"보관자배상책임보험은 피보험자가 보호, 관리, 통제하는 특정 재산에 입힌 손해를 담보대상 으로 한다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
399,ABANK-0399,인스교재,08배상책임보험,보관자배상책임,담보위험,진위형,AC03,AC03,담보대상,"제3자배상책임보험은 피보험자가 보호, 관리, 통제하는 특정 재산에 입힌 손해를 담보대상 으로 한다",,X,X,10.0,10.0,0,,면책,,,,,,,,,,,
400,ABANK-0400,인스교재,08배상책임보험,보관자배상책임,담보위험,진위형,AC03,AC03,담보대상,"제3자배상책임보험은 피보험자가 보호, 관리, 통제하는 특정 재산에 입힌 손해를 면책사항으로 규정한다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
401,ABANK-0401,인스교재,08배상책임보험,보관자배상책임,담보위험,진위형,AC03,AC03,보상한도액,보관자배상책임보험은 보험가액에 기초하여 보험가입금액 및 보상한도액을 설정할 수 있다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
402,ABANK-0402,인스교재,08배상책임보험,보관자배상책임,담보위험,진위형,AC03,AC03,보상한도액,"제3자배상책임보험은 보험가액을 측정할 수 없으나, 보관자배상책임보험은 보험가액에 기초하여 보험가입금액 및 보상한도액을 설정할 수 있다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
403,ABANK-0403,인스교재,08배상책임보험,보관자배상책임,담보위험,진위형,AC03,AC03,보상한도액,"보관자배상책임보험은 보험가액을 측정할 수 없으나,제3자배상책임보험은 보험가액에 기초하여 보험가입금액 및 보상한도액을 설정할 수 있다.",,X,X,10.0,10.0,0,,주어바뀜,,,,,,,,,,,
404,ABANK-0404,인스교재,08배상책임보험,보관자배상책임,담보위험,진위형,AC03,AC03,보상한도액,보관자배상책임보험은 보험가입금액에 기초하여 보험가액 및 보상한도액을 설정할 수 있다.,,X,X,10.0,10.0,0,,가액기초 금액설정,,,,,,,,,,,
405,ABANK-0405,인스교재,08배상책임보험,보관자배상책임,담보위험,진위형,AC03,AC03,보상범위,보관자배상책임보험은 재물 자체에 대한 손해만 보상하며 사용손실은 보상하지 않는다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
406,ABANK-0406,인스교재,08배상책임보험,보관자배상책임,담보위험,진위형,AC03,AC03,보상범위,"제3자배상책임보험은 불특정 타인의 모든 재산 및 사용손실을 보상하는 것에 반하여, 보관자배상책임보 험은 특정인의 특정 재물을 보관하는 것이기 때문에 재물 자체에 대한 손해만 보상하며 사용손실은 보상 하지 않는다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
407,ABANK-0407,인스교재,08배상책임보험,보관자배상책임,담보위험,진위형,AC03,AC03,책임법리,제3자배상책임보험은 불법행위 책임에 기초하고 있다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
408,ABANK-0408,인스교재,08배상책임보험,보관자배상책임,담보위험,진위형,AC03,AC03,책임법리,보관자배상책임보험은 채무불이행에 기초하고 있고 제3자배상책임보험은 불법행위 책임에 기초하고 있다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
409,ABANK-0409,인스교재,08배상책임보험,보관자배상책임,담보위험,선택형,AC03,AC03,책임법리,"제3자배상책임보험과 보관자배상책임보험의 차이점이 아닌 것은?
① 제3자배상책임보험은 보험가액을 측정할 수 없으나, 보관자배상책임보험은 보험가액에 기초하여 보험가입금액과 보상한도액을 설정할 수 있다.
② 각각의 보험은 다른 보험의 담보대상을 면책사항으로 하고 있어, 보험상품 간의 영역을 조정 하고 있다.
③ 제3자배상책임보험은 불특정 타인의 모든 재산 및 사용손실을 보상하는 것에 반하여 보관자 배상책임보험은 해당 재물 자체에 대한 손해만 보상하며 사용손실은 담보하지 않는다.
④ 제3자배상책임보험은 채무불이행 책임에 기초하며, 보관자배상책임보험은 불법행위 책임 에 근거한다.",4,O,4,10.0,10.0,0,,4)3자불법,,,,,,,,,,,
410,ABANK-0410,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행책임,"채무불이행 책임에는 이행지체, 이행불능, 불완전이행이 있다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
411,ABANK-0411,인스교재,08배상책임보험,보관자배상책임,책임법리,선택형,AC03,AC03,채무불이행책임,"채무불이행 책임에 대한 다음 설명중 틀린것은?
① 채무자가 채무의 내용에 좇은 이행을 하지 아니한 때에는 채권자는 손해배상을 청구할 수 있다.
② 채무자가 채무의 이행을 지체한 경우에 채권자가 상당한 기간을 정하여 이행을 최고하여도 그 기간 내에 이행하지 아니하거나 지체 후의 이행이 채권자에게 이익이 없는 때에는 채권자 는 수령을 거절하고 이행에 갈음한 손해배상을 청구할 수 있다.
③ 채무자의 고의나 과실 없이 채무의 내용에 좇은 이행을 하지 아니한 때에는 채권자는 손해배 상을 청구할 수 있다.
④ 채무불이행 책임의 종류에는 이행지체, 이행불능, 불완전이행이 있다.",3,O,3,10.0,10.0,0,,3)청구불가,,,,,,,,,,,
412,ABANK-0412,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,"채무불이행과 불법행위 모두 과실 책임을 원칙으로 하고 있지만, 불법행위책임은 가해자가 본인에게 고의 또는 과실이 없음을 입증하여야 하며, 채무불이행은 채권자가 채무자에게 고 의 또는 과실이 있었음을 입증하여야 한다",,X,X,10.0,10.0,0,,,,,,,,,,,,,
413,ABANK-0413,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,"채무불이행과 불법행위 모두 과실 책임을 원칙으로 하고 있지만, 불법행위책임은 피해자가 가해자가 에게 고의 또는 과실이 있음을 입증하여야 하며, 채무불이행은 채무자가 본인에게 고의 또는 과실이 없었음을 입증하여야 한다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
414,ABANK-0414,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,불법행위로 인한 손해배상 청구권은 피해자나 그 법정대리인이 그 손해 및 가해자를 안 날로 부터 3년간 이를 행사하지 아니하면 시효로 인하여 소멸한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
415,ABANK-0415,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,불법행위로 인한 손해배상 청구권은 피해자나 그 법정대리인이 그 손해 및 가해자를 안 날로부터 3년간 이 를 행사하지 아니하면 시효로 인하여 소멸한다. 불법행위를 한 날로부터 10년을 경과한 때에도 같다. 채무 불이행으로 인한 손해배상청구권은 원칙적으로 10년의 소멸시효이다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
416,ABANK-0416,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,채무불이행책임은 가해자가 피해자에 대해서 가지는 반대채권으로 상계할 수 있으나 불법 행위책임의 경우 고의로 인한 때에는 상계할 수 없다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
417,ABANK-0417,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,"채무불이행과 불법행위의 손해배상 청구권이 경합할 경우에 피해자는 물 중 어느 하나를 선택하여 청구할 수 있음은 물론이고, 둘 중 어느 하나가 기판력으로 확정되거나 소멸시효가 완성되었을 경우에는 다른 손 해배상책임을 청구할 수도 있다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
418,ABANK-0418,인스교재,08배상책임보험,보관자배상책임,책임법리,선택형,AC03,AC03,채무불이행불법행위비교,"채무불이행과 불법행위를 비교시 틀린 것은?
① 불법행위책임은 피해자가 가해자에게 고의 또는 과실이 있음을 입증하여야 하며, 채무불이 행은 채무자가 본인에게 고의 또는 과실이 없었음을 입증하여야 한다.
② 불법행위 손해배상청구권 소멸시효는 그 손해 및 가해자를 안 날로부터 3년, 불법행위를 한 날로부터 10년이지만, 채무불이행 손해배상청구권 소멸시효는 원칙적으로 10년이다
③ 불법행위책임은 가해자가 피해자에 대해서 가지는 반대채권으로 상계할 수 있으나 채무불 이행책임의 경우 고의로 인한 때에는 상계할 수 없다.
④ 채무불이행과 불법행위의 손해배상 청구권이 경합할 경우에 피해자는 둘 중 어느 하나를 선 택하여 청구할 수 있음은 물론이고, 둘 중 어느 하나가 기판력으로 확정되거나 소멸시효가 완성되었을 경우에는 다른 손해배상책임을 청구할 수도 있다.",3,O,3,10.0,10.0,0,,3)불법상계불가,,,,,,,,,,,
419,ABANK-0419,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"창고업자 특약1이 열거위험 담보라면, 창고업자 특약2는 포괄위험 담보다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
420,ABANK-0420,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,창고업자 특약 1은 요구부보비율 80% 공동보험 조항을 적용한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
421,ABANK-0421,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"차량정비업자 특약1은 피보험자가 소유, 사용, 관리하는 차량 정비시설 및 그 시설의 용도에 따른 차량 정비업무 수행으로 인한 우연한 사고를 담보하며, 차량정비업자 특약II는 그 밖의 정비목적의 차량의 수탁, 시험운전, 인도 과정의 사고도 추가로 담보한다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
422,ABANK-0422,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,항만하역업자특약,"항만하역업자(싸이로) 특별약관에 자동차, 기차, 항공기를 제외한 선박 하역 사업에 대하여 가입할 수 있다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
423,ABANK-0423,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,항만하역업자특약,항만하역업자 배상책임보험 언더라이팅을 할 때에는 연간 취급물량을 살펴보아야 한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
424,ABANK-0424,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,항만하역업자특약,"항만하역업자 배상책임보험에서 인도, 배달착오, 분실, 감량으로 생긴 손해는 면책위험이다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
425,ABANK-0425,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,항만하역업자특약,"항만하역업자 배상책임보험에서 그래브 바케트 사고 추가 특별약관을 첨부하면 피보험자가 고철을 선적 또는 하역하거나 전 자석, 그래브, 바게트 기타 이와 유사한 장비로 선적 또는 하역하는 작업으로 선박에 직접 손 해를 입히는 우연한 사고를 보상한다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
426,ABANK-0426,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,경비업자특약,경비업자 특별약관에서 주택의 경비업무로 생긴 신체장해 및 재물손해에 대한 배상책임은 기본적으로 담보하 지 않는다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
427,ABANK-0427,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,불법행위책임은 가해자가 피해자에 대해서 가지는 반대채권으로 상계할 수 있으나 채무불이행책임의 경우 고의로 인한 때에는 상계할 수 없다.,,X,X,10.0,9.0,1,,상계가능 불가능,,,,,,,,,,,
428,ABANK-0428,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,불법행위책임은 가해자가 피해자에 대해서 가지는 반대채권으로 상계할 수 없으나 채무불이행책임의 경우고의로 인한 때에는 상계할 수 있다.,O,O,O,10.0,9.0,1,,피해자 채무자,,,,,,,,,,,
429,ABANK-0429,인스교재,08배상책임보험,보관자배상책임,담보위험,진위형,AC03,AC03,책임법리,보관자배상책임보험은 불법행위 책임에 기초하고 있다.,,X,X,10.0,9.0,1,,채무불이행,,,,,,,,,,,
430,ABANK-0430,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,항만하역업자특약,"항만하역업자(싸이로) 특별약관에 자동차, 기차, 항공기를 포함한 선박 하역 사업에 대하여 가입할 수 있다",X,O,X,10.0,8.0,2,,모두가입불가,"망각, 공부부족",,,,,,,,,,
431,ABANK-0431,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"창고업자 특약I은 실제손해액 전액을 보상하며, 창고업자 특약II는 80% 공동 보험 조항이 적용된다",,X,X,10.0,9.0,1,,,,,,,,,,,,,
432,ABANK-0432,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"창고업자 특약I은 실제손해액 전액을 보상하며, 창고업자 특약II는 80% 공동 보험 조망이 적용된다",,X,X,10.0,9.0,1,,,,,,,,,,,,,
433,ABANK-0433,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,창고업자 특약 I는 실제손해액 전액을 보상한다,,X,X,10.0,9.0,1,,,,,,,,,,,,,
434,ABANK-0434,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,창고업자 특약 II는 요구부보비율 80% 공동보험 조항을 적용한다.,,X,X,10.0,9.0,1,,,,,,,,,,,,,
435,ABANK-0435,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,창고업자 특약 II는 실제손해액 전액을 보상한다,O,O,O,10.0,9.0,1,,,,,,,,,,,,,
436,ABANK-0436,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"창고업자 특약
① 이 포괄위험 담보라면, 창고업자 특약 II는 열거위험 담보이다.",,X,X,10.0,9.0,1,,,,,,,,,,,,,
437,ABANK-0437,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"창고업자 특약
① 이 열거위험 담보라면, 창고업자 특약 II는 포괄위험 담보이다",O,O,O,10.0,9.0,1,,,,,,,,,,,,,
438,ABANK-0438,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,임차자화재특약,임차자 특약(Tenant's liability)과 화재배상 특약(Fire legal liability)은 둘 다 시설소유관리자 책임보험에 해당한다.,,X,X,10.0,9.0,1,,보관자책임보험,,,,,,,,,,,
439,ABANK-0439,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,임차자화재특약,임차자 특약(Tenant's liability)과 화재배상 특약(Fire legal liability)은 둘 다 보관자 책임보험에 해당한다.,O,O,O,10.0,9.0,1,,,,,,,,,,,,,
440,ABANK-0440,인스교재,08배상책임보험,보관자배상책임,담보약관,선택형,AC03,AC03,경비업자특약,"경비업자 특별약관에서 보상하는 손해에 해당하는 것은?
① 피보험자가 경비장소 내에서 화재의 예방, 조기발견, 통보 및 소화작업을 하던 중 발생한 손해
② 통상적이거나 급격한 사고에 의한 것인가의 여부에 관계없이 공해물질의 배출, 방출, 누출, 넘쳐흐름 또는 유출로 생긴 손해에 대한 배상책임 및 오염제거비용
③ 경보• 기계경비에 있어서 경보• 기계설비의 고장으로 생긴 손해에 대한 배상책임
④ 사실상 경비업무를 폐업 또는 휴업한 후에 생긴 손해에 대한 배상책임",1,O,1,10.0,9.0,1,,1)만해당,,,,,,,,,,,
441,ABANK-0441,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,항만하역업자특약,"항만하역업자 배상책임보험에서 항만하역위험 확장 추가 특별약관은 하역작업의 수행 또는 하역작업의 수행을 위하여 소유. 사용, 관리하는 보험증권에 기재된 시설에 생긴 우연한 사고를 보상한다.",O,O,O,10.0,9.0,1,,,,,,,,,,,,,
442,ABANK-0442,인스교재,08배상책임보험,보관자배상책임,담보약관,선택형,AC03,AC03,창고업자배상책임,"창고배상책임보험의 창고업자 특약 I과 창고업자 특약 II의 차이점이 아닌 것은?
① 창고업자 특약 I이 포괄위험 담보라면, 창고업자 특약 II는 열거위험 담보이다.
② 창고업자 특약 I에서 요구부보비율 80% 공동보험 조항을 적용하여 80% 이상 가입한 경우에 는 실제손해액 전액을 보상하며, 80% 미만 가입하였다면 비율에 따라 비례보상한다. 창고 업자 특약 II는 실제손해액을 전액 보상한다.
③ 창고업자 특약 I에서 추가 특별약관을 추가로 가입하면 보장범위를 넓힐 수 있다.
④ 창고업자 특약 1은 수탁화물이 화재(낙뢰 포함), 폭발, 파손, 강도 및 도난으로 생긴 손해를 보상한다.",1,O,1,10.0,9.0,1,,,,,,,,,,,,,
443,ABANK-0443,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,경비업자특약,경비업자 특별약관에서 주택의 경비업무로 생긴 신체장해 및 재물손해에 대한 배상책임은 기본적으로 담보한다,,X,X,10.0,9.0,1,,미담보,,,,,,,,,,,
444,ABANK-0444,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,경비업자특약,경비업자 특별약관에서 단독주택의 경비업무로 생긴 손해에 대한 배상책임은 담보하지 않는다,,X,O,10.0,9.0,1,,,,,,,,,,,,,
445,ABANK-0445,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"창고업자 특약 II가 포괄위험 담보라면, 창고업자 특약 I은 열거위험 담보이다.",O,O,O,10.0,8.0,2,,,집중력,,,,,,,,,,
446,ABANK-0446,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"차량정비업자 특약에서 차량 부품의 수리, 대체 또는 통상적인 수리작업 중에 발생한 사고로 인한 차량의 손해는 보상하지 않는다.",O,O,O,10.0,8.0,2,,,,,,,,,,,,,
447,ABANK-0447,인스교재,08배상책임보험,도급업자배상책임,담보위험,진위형,AC04,AC04,도급배상과 시설소유배상차이점,"도급업자 배상책임보험에서 시설은 신축, 증개축. 수리 또는 철거와 같이 공사가 진행 중인 시설과 그러한 공 사에 이용되는 사무소, 보관장 등의 시설(Works in progress)을 말하는데, 시설소유관리자 배상책임보험에 서 시설은 완성된 후 그 시설이 본래 용도로 사용되는 것(Works after completion)을 말한다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
448,ABANK-0448,인스교재,08배상책임보험,도급업자배상책임,담보위험,진위형,AC04,AC04,도급배상과 시설소유배상차이점,"도급업자의 주된 업무는 피보험자의 시설 밖에서 대부분 이루어지는데 반하여, 시설소유관리자의 주된 업무 는 시설 안에서 이루어진다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
449,ABANK-0449,인스교재,08배상책임보험,도급업자배상책임,담보위험,진위형,AC04,AC04,도급배상과 시설소유배상차이점,도급업자 배상책임보험은 보험기간에 비례하여 보통 보험료가 책정되지만 개별도급계약은 도급공사금액에 따라 결정되는 경우도 많다. 시설소유관리자 배상책임보험은 보험기간에 비례하여 보험료가 책정된다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
450,ABANK-0450,인스교재,08배상책임보험,도급업자배상책임,담보위험,진위형,AC04,AC04,도급배상과 시설소유배상차이점,"도급업자 배상책임보험에서 시설은 공사가 진행 중이거나 공사에 이용되는 시설(Works in progress)이며, 시설소유관리자 배상책임보험에서 시설은 완성된 후 본래 용도로 사용되는 시설(works after completion)이다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
