INDEX,QCODE,SOURCE,LAYER1,LAYER2,LAYER3,TYPE,CODE1,CODE2,TITLE,QUESTION,INPUT,RESULT,ANSWER,풀이회수,정답회수,오답회수,오답율,EXPLAIN,ANALSYS,1ST,2ND,3rd,4th,5th,6th,7th,8th,9th,10th
411,ABANK-0411,인스교재,08배상책임보험,보관자배상책임,책임법리,선택형,AC03,AC03,채무불이행책임,"채무불이행 책임에 대한 다음 설명중 틀린것은?
① 채무자가 채무의 내용에 좇은 이행을 하지 아니한 때에는 채권자는 손해배상을 청구할 수 있다.
② 채무자가 채무의 이행을 지체한 경우에 채권자가 상당한 기간을 정하여 이행을 최고하여도 그 기간 내에 이행하지 아니하거나 지체 후의 이행이 채권자에게 이익이 없는 때에는 채권자 는 수령을 거절하고 이행에 갈음한 손해배상을 청구할 수 있다.
③ 채무자의 고의나 과실 없이 채무의 내용에 좇은 이행을 하지 아니한 때에는 채권자는 손해배 상을 청구할 수 있다.
④ 채무불이행 책임의 종류에는 이행지체, 이행불능, 불완전이행이 있다.",3,O,3,10.0,10.0,0,,3)청구불가,,,,,,,,,,,
412,ABANK-0412,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,"채무불이행과 불법행위 모두 과실 책임을 원칙으로 하고 있지만, 불법행위책임은 가해자가 본인에게 고의 또는 과실이 없음을 입증하여야 하며, 채무불이행은 채권자가 채무자에게 고 의 또는 과실이 있었음을 입증하여야 한다",,X,X,10.0,10.0,0,,,,,,,,,,,,,
413,ABANK-0413,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,"채무불이행과 불법행위 모두 과실 책임을 원칙으로 하고 있지만, 불법행위책임은 피해자가 가해자가 에게 고의 또는 과실이 있음을 입증하여야 하며, 채무불이행은 채무자가 본인에게 고의 또는 과실이 없었음을 입증하여야 한다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
414,ABANK-0414,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,불법행위로 인한 손해배상 청구권은 피해자나 그 법정대리인이 그 손해 및 가해자를 안 날로 부터 3년간 이를 행사하지 아니하면 시효로 인하여 소멸한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
415,ABANK-0415,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,불법행위로 인한 손해배상 청구권은 피해자나 그 법정대리인이 그 손해 및 가해자를 안 날로부터 3년간 이 를 행사하지 아니하면 시효로 인하여 소멸한다. 불법행위를 한 날로부터 10년을 경과한 때에도 같다. 채무 불이행으로 인한 손해배상청구권은 원칙적으로 10년의 소멸시효이다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
416,ABANK-0416,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,채무불이행책임은 가해자가 피해자에 대해서 가지는 반대채권으로 상계할 수 있으나 불법 행위책임의 경우 고의로 인한 때에는 상계할 수 없다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
417,ABANK-0417,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,"채무불이행과 불법행위의 손해배상 청구권이 경합할 경우에 피해자는 물 중 어느 하나를 선택하여 청구할 수 있음은 물론이고, 둘 중 어느 하나가 기판력으로 확정되거나 소멸시효가 완성되었을 경우에는 다른 손 해배상책임을 청구할 수도 있다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
418,ABANK-0418,인스교재,08배상책임보험,보관자배상책임,책임법리,선택형,AC03,AC03,채무불이행불법행위비교,"채무불이행과 불법행위를 비교시 틀린 것은?
① 불법행위책임은 피해자가 가해자에게 고의 또는 과실이 있음을 입증하여야 하며, 채무불이 행은 채무자가 본인에게 고의 또는 과실이 없었음을 입증하여야 한다.
② 불법행위 손해배상청구권 소멸시효는 그 손해 및 가해자를 안 날로부터 3년, 불법행위를 한 날로부터 10년이지만, 채무불이행 손해배상청구권 소멸시효는 원칙적으로 10년이다
③ 불법행위책임은 가해자가 피해자에 대해서 가지는 반대채권으로 상계할 수 있으나 채무불 이행책임의 경우 고의로 인한 때에는 상계할 수 없다.
④ 채무불이행과 불법행위의 손해배상 청구권이 경합할 경우에 피해자는 둘 중 어느 하나를 선 택하여 청구할 수 있음은 물론이고, 둘 중 어느 하나가 기판력으로 확정되거나 소멸시효가 완성되었을 경우에는 다른 손해배상책임을 청구할 수도 있다.",3,O,3,10.0,10.0,0,,3)불법상계불가,,,,,,,,,,,
419,ABANK-0419,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"창고업자 특약1이 열거위험 담보라면, 창고업자 특약2는 포괄위험 담보다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
420,ABANK-0420,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,창고업자 특약 1은 요구부보비율 80% 공동보험 조항을 적용한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
421,ABANK-0421,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"차량정비업자 특약1은 피보험자가 소유, 사용, 관리하는 차량 정비시설 및 그 시설의 용도에 따른 차량 정비업무 수행으로 인한 우연한 사고를 담보하며, 차량정비업자 특약II는 그 밖의 정비목적의 차량의 수탁, 시험운전, 인도 과정의 사고도 추가로 담보한다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
422,ABANK-0422,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,항만하역업자특약,"항만하역업자(싸이로) 특별약관에 자동차, 기차, 항공기를 제외한 선박 하역 사업에 대하여 가입할 수 있다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
423,ABANK-0423,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,항만하역업자특약,항만하역업자 배상책임보험 언더라이팅을 할 때에는 연간 취급물량을 살펴보아야 한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
424,ABANK-0424,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,항만하역업자특약,"항만하역업자 배상책임보험에서 인도, 배달착오, 분실, 감량으로 생긴 손해는 면책위험이다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
425,ABANK-0425,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,항만하역업자특약,"항만하역업자 배상책임보험에서 그래브 바케트 사고 추가 특별약관을 첨부하면 피보험자가 고철을 선적 또는 하역하거나 전 자석, 그래브, 바게트 기타 이와 유사한 장비로 선적 또는 하역하는 작업으로 선박에 직접 손 해를 입히는 우연한 사고를 보상한다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
426,ABANK-0426,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,경비업자특약,경비업자 특별약관에서 주택의 경비업무로 생긴 신체장해 및 재물손해에 대한 배상책임은 기본적으로 담보하 지 않는다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
427,ABANK-0427,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,불법행위책임은 가해자가 피해자에 대해서 가지는 반대채권으로 상계할 수 있으나 채무불이행책임의 경우 고의로 인한 때에는 상계할 수 없다.,,X,X,10.0,9.0,1,,상계가능 불가능,,,,,,,,,,,
428,ABANK-0428,인스교재,08배상책임보험,보관자배상책임,책임법리,진위형,AC03,AC03,채무불이행불법행위비교,불법행위책임은 가해자가 피해자에 대해서 가지는 반대채권으로 상계할 수 없으나 채무불이행책임의 경우고의로 인한 때에는 상계할 수 있다.,O,O,O,10.0,9.0,1,,피해자 채무자,,,,,,,,,,,
429,ABANK-0429,인스교재,08배상책임보험,보관자배상책임,담보위험,진위형,AC03,AC03,책임법리,보관자배상책임보험은 불법행위 책임에 기초하고 있다.,,X,X,10.0,9.0,1,,채무불이행,,,,,,,,,,,
430,ABANK-0430,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,항만하역업자특약,"항만하역업자(싸이로) 특별약관에 자동차, 기차, 항공기를 포함한 선박 하역 사업에 대하여 가입할 수 있다",X,O,X,10.0,8.0,2,,모두가입불가,"망각, 공부부족",,,,,,,,,,
431,ABANK-0431,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"창고업자 특약I은 실제손해액 전액을 보상하며, 창고업자 특약II는 80% 공동 보험 조항이 적용된다",,X,X,10.0,9.0,1,,,,,,,,,,,,,
432,ABANK-0432,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"창고업자 특약I은 실제손해액 전액을 보상하며, 창고업자 특약II는 80% 공동 보험 조망이 적용된다",,X,X,10.0,9.0,1,,,,,,,,,,,,,
433,ABANK-0433,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,창고업자 특약 I는 실제손해액 전액을 보상한다,,X,X,10.0,9.0,1,,,,,,,,,,,,,
434,ABANK-0434,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,창고업자 특약 II는 요구부보비율 80% 공동보험 조항을 적용한다.,,X,X,10.0,9.0,1,,,,,,,,,,,,,
435,ABANK-0435,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,창고업자 특약 II는 실제손해액 전액을 보상한다,O,O,O,10.0,9.0,1,,,,,,,,,,,,,
436,ABANK-0436,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"창고업자 특약
① 이 포괄위험 담보라면, 창고업자 특약 II는 열거위험 담보이다.",,X,X,10.0,9.0,1,,,,,,,,,,,,,
437,ABANK-0437,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"창고업자 특약
① 이 열거위험 담보라면, 창고업자 특약 II는 포괄위험 담보이다",O,O,O,10.0,9.0,1,,,,,,,,,,,,,
438,ABANK-0438,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,임차자화재특약,임차자 특약(Tenant's liability)과 화재배상 특약(Fire legal liability)은 둘 다 시설소유관리자 책임보험에 해당한다.,,X,X,10.0,9.0,1,,보관자책임보험,,,,,,,,,,,
439,ABANK-0439,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,임차자화재특약,임차자 특약(Tenant's liability)과 화재배상 특약(Fire legal liability)은 둘 다 보관자 책임보험에 해당한다.,O,O,O,10.0,9.0,1,,,,,,,,,,,,,
440,ABANK-0440,인스교재,08배상책임보험,보관자배상책임,담보약관,선택형,AC03,AC03,경비업자특약,"경비업자 특별약관에서 보상하는 손해에 해당하는 것은?
① 피보험자가 경비장소 내에서 화재의 예방, 조기발견, 통보 및 소화작업을 하던 중 발생한 손해
② 통상적이거나 급격한 사고에 의한 것인가의 여부에 관계없이 공해물질의 배출, 방출, 누출, 넘쳐흐름 또는 유출로 생긴 손해에 대한 배상책임 및 오염제거비용
③ 경보• 기계경비에 있어서 경보• 기계설비의 고장으로 생긴 손해에 대한 배상책임
④ 사실상 경비업무를 폐업 또는 휴업한 후에 생긴 손해에 대한 배상책임",1,O,1,10.0,9.0,1,,1)만해당,,,,,,,,,,,
441,ABANK-0441,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,항만하역업자특약,"항만하역업자 배상책임보험에서 항만하역위험 확장 추가 특별약관은 하역작업의 수행 또는 하역작업의 수행을 위하여 소유. 사용, 관리하는 보험증권에 기재된 시설에 생긴 우연한 사고를 보상한다.",O,O,O,10.0,9.0,1,,,,,,,,,,,,,
442,ABANK-0442,인스교재,08배상책임보험,보관자배상책임,담보약관,선택형,AC03,AC03,창고업자배상책임,"창고배상책임보험의 창고업자 특약 I과 창고업자 특약 II의 차이점이 아닌 것은?
① 창고업자 특약 I이 포괄위험 담보라면, 창고업자 특약 II는 열거위험 담보이다.
② 창고업자 특약 I에서 요구부보비율 80% 공동보험 조항을 적용하여 80% 이상 가입한 경우에 는 실제손해액 전액을 보상하며, 80% 미만 가입하였다면 비율에 따라 비례보상한다. 창고 업자 특약 II는 실제손해액을 전액 보상한다.
③ 창고업자 특약 I에서 추가 특별약관을 추가로 가입하면 보장범위를 넓힐 수 있다.
④ 창고업자 특약 1은 수탁화물이 화재(낙뢰 포함), 폭발, 파손, 강도 및 도난으로 생긴 손해를 보상한다.",1,O,1,10.0,9.0,1,,,,,,,,,,,,,
443,ABANK-0443,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,경비업자특약,경비업자 특별약관에서 주택의 경비업무로 생긴 신체장해 및 재물손해에 대한 배상책임은 기본적으로 담보한다,,X,X,10.0,9.0,1,,미담보,,,,,,,,,,,
444,ABANK-0444,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,경비업자특약,경비업자 특별약관에서 단독주택의 경비업무로 생긴 손해에 대한 배상책임은 담보하지 않는다,,X,O,10.0,9.0,1,,,,,,,,,,,,,
445,ABANK-0445,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"창고업자 특약 II가 포괄위험 담보라면, 창고업자 특약 I은 열거위험 담보이다.",O,O,O,10.0,8.0,2,,,집중력,,,,,,,,,,
446,ABANK-0446,인스교재,08배상책임보험,보관자배상책임,담보약관,진위형,AC03,AC03,창고업자배상책임,"차량정비업자 특약에서 차량 부품의 수리, 대체 또는 통상적인 수리작업 중에 발생한 사고로 인한 차량의 손해는 보상하지 않는다.",O,O,O,10.0,8.0,2,,,,,,,,,,,,,
447,ABANK-0447,인스교재,08배상책임보험,도급업자배상책임,담보위험,진위형,AC04,AC04,도급배상과 시설소유배상차이점,"도급업자 배상책임보험에서 시설은 신축, 증개축. 수리 또는 철거와 같이 공사가 진행 중인 시설과 그러한 공 사에 이용되는 사무소, 보관장 등의 시설(Works in progress)을 말하는데, 시설소유관리자 배상책임보험에 서 시설은 완성된 후 그 시설이 본래 용도로 사용되는 것(Works after completion)을 말한다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
448,ABANK-0448,인스교재,08배상책임보험,도급업자배상책임,담보위험,진위형,AC04,AC04,도급배상과 시설소유배상차이점,"도급업자의 주된 업무는 피보험자의 시설 밖에서 대부분 이루어지는데 반하여, 시설소유관리자의 주된 업무 는 시설 안에서 이루어진다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
449,ABANK-0449,인스교재,08배상책임보험,도급업자배상책임,담보위험,진위형,AC04,AC04,도급배상과 시설소유배상차이점,도급업자 배상책임보험은 보험기간에 비례하여 보통 보험료가 책정되지만 개별도급계약은 도급공사금액에 따라 결정되는 경우도 많다. 시설소유관리자 배상책임보험은 보험기간에 비례하여 보험료가 책정된다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
450,ABANK-0450,인스교재,08배상책임보험,도급업자배상책임,담보위험,진위형,AC04,AC04,도급배상과 시설소유배상차이점,"도급업자 배상책임보험에서 시설은 공사가 진행 중이거나 공사에 이용되는 시설(Works in progress)이며, 시설소유관리자 배상책임보험에서 시설은 완성된 후 본래 용도로 사용되는 시설(works after completion)이다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
451,ABANK-0451,인스교재,08배상책임보험,도급업자배상책임,담보위험,선택형,AC04,AC04,도급배상과 시설소유배상차이점,"도급업자 배상책임보험과 시설소유관리자 배상책임보험에 대한 다음 설명중 틀린 것은?
① 도급업자 배상책임보험의 책임법리는 기본적으로 시설소유관리자 배상책임보험의 책임법 리와 동일하다.
② 도급업자의 주된 업무는 피보험자의 시설 안에서 대부분 이루어지는데 반하여, 시설소유관 리자의 주된 업무는 시설 밖에서 이루어진다.
③ 도급업자 배상책임보험의 보험기간은 보통 1년을 기준으로 하지만 개별도급계약은 해당 도 급공사기간을 보험기간으로 정하는 경우도 많다. 시설소유관리자 배상책임보험은 1년을 기 준으로 한다.
④ 도급업자 배상책임보험에서 시설은 신축, 증개축, 수리 또는 철거와 같이 공사가 진행 중인 시설과 그러한 공사에 이용되는 사무소, 보관장 등의 시설(Works in progress)을 말하는 데, 시설소유관리자 배상책임보험에서 시설은 완성된 후 그 시설이 본래 용도로 사용되는 것 (Works after completion)을 말한다.",2,O,2,10.0,10.0,0,,2)도급외부 시설내부,,,,,,,,,,,
452,ABANK-0452,인스교재,08배상책임보험,도급업자배상책임,담보위험,진위형,AC04,AC04,도급배상과 시설소유배상차이점,시설소유관리자 배상책임에서는 3C를 담보하지만 도급업자 배생책임보험에서는 3C를 담보하지 않는다,,X,X,10.0,10.0,0,,둘모두 미담보,,,,,,,,,,,
453,ABANK-0453,인스교재,08배상책임보험,도급업자배상책임,책임법리,진위형,AC04,AC04,도급보험계약기간,개별도급계약이 체결되는 경우 도급업자 배상책임보험의 보험기간은 1년으로 설정한다.,,X,X,10.0,10.0,0,,해당도급기간,,,,,,,,,,,
454,ABANK-0454,인스교재,08배상책임보험,도급업자배상책임,책임법리,진위형,AC04,AC04,도급보험계약기간,개별도급계약이 체결되는 경우 도급업자 배상책임보험의 보험기간은 해당 도급공사기간으로 설정한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
455,ABANK-0455,인스교재,08배상책임보험,도급업자배상책임,책임법리,진위형,AC04,AC04,도급보험계약기간,도급업자 배상책임보험의 책임범리는 기본적으로 시설소유관리자 배상책임보험의 책임법리와 통일하다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
456,ABANK-0456,인스교재,08배상책임보험,도급업자배상책임,담보약관,진위형,AC04,AC04,담보위험,도급이란 수급인이 어떤 일의 완성을 약속하고 도급인이 그 일의 결과에 대해서 일정한 보수 를 지급할 것을 약정하여 성립하는 계약이다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
457,ABANK-0457,인스교재,08배상책임보험,도급업자배상책임,담보약관,선택형,AC04,AC04,보상하지 않는 손해,"도급업자 배상책임보험의 폭발, 붕괴 및 지하매설물 손해 추가특별약관에서 담보하는 손해가 아닌 것은?
① 폭발로 생긴 재물손해에 대한 배상책임
② 토지의 내려앉음, 융기, 이동, 진동, 붕괴, 연약화 또는 토사의 유출로 생긴 토지의 공작물 (기초 및 부속물을 포함), 그 수용물 및 식물 또는 토지의 그러뜨림과 지하수의 증가 등으 로 생긴 손해에 대한 배상책임
③ 지하매설물 자체에 입힌 물적손해에 대한 배상책임
④ 공사현장 주위에 있는 피보험자가 직접적으로 작업하고 있지 않은 타인의 재물이 손해를 입 음으로써 그 재물에 대하여 정당한 권리를 가지는 사람에 대한 법률상 손해배상책임",4,O,4,10.0,10.0,0,,,,,,,,,,,,,
458,ABANK-0458,인스교재,08배상책임보험,도급업자배상책임,담보약관,진위형,AC04,AC04,추가특별약관,"도급업자 배상책임보험에서 폭발로 생긴 재물손해에 대한 배상책임은 폭발, 붕괴 및 지하매설물 손해 추가특별약관을 가입하여야 보상받을 수 있다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
459,ABANK-0459,인스교재,08배상책임보험,도급업자배상책임,담보약관,진위형,AC04,AC04,추가특별약관,"티끌, 먼지, 분진 및 소음 추가 특별약관에서 석면으로 인한 손해는 보상하지 않는다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
460,ABANK-0460,인스교재,08배상책임보험,도급업자배상책임,담보약관,진위형,AC04,AC04,하청업자배상특약,도급업자 관련 특약에서 하청업자 배상책임 특약에서는 80% 공동보험이 적용된다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
461,ABANK-0461,인스교재,08배상책임보험,도급업자배상책임,담보약관,진위형,AC04,AC04,빌주자미필자배상특약,발주자 미필적 배상책임 특약은 피보험자의 수급업자가 보험증권에 기재된 작업을 수행하 던 중 그에 대한 피보험자의 감독 부주의로 인하여 발생한 배상책임을 담보한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
462,ABANK-0462,인스교재,08배상책임보험,도급업자배상책임,담보약관,진위형,AC04,AC04,오염사고담보추가약관,"오염사고 담보 추가약관에서도 오염물질이 서서히, 계속적으로 또는 반복적으로 누적하여 발생한 손해배상책임 및 오염물질 제거비용은 보상하지 않는다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
463,ABANK-0463,인스교재,08배상책임보험,도급업자배상책임,담보약관,진위형,AC04,AC04,도급업차 특약,"계약상 가중책임 특약은 보험증권에기재된 계약에 따라 피보험자가 부담하는 배상책임을 담보하는 특약이다. 본래 계약상 가중책임은 일반적인 보험에서 면책사유에 해당하지만, 계약상 가중책임 특약을 첨부하면 이러한 손해도 보상받을 수 있다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,
464,ABANK-0464,인스교재,08배상책임보험,도급업자배상책임,언더라이팅,진위형,AC04,AC04,공사주변상황,도급업자 배상책임보험의 언더라이팅시 고려해야할 사항으로 피보험자가 원수급인인지 하수급인인지에 따라 배상책임의 범위가 달라질 수 있으니 유의 한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
465,ABANK-0465,인스교재,08배상책임보험,도급업자배상책임,언더라이팅,진위형,AC04,AC04,공사주변상황,공사 주변상황에 대한 언더라이팅을 할 때에는 공사장 주변이 밀집지역인지 여부를 확인하여야 한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
466,ABANK-0466,인스교재,08배상책임보험,도급업자배상책임,언더라이팅,진위형,AC04,AC04,공사주변상황,도급업자 배상책임보험의 언더라이팅시 고려해야할 사항으로 공사장 주변이 밀집된 현장이라면 제3자 배상책임 위험이 높으므로 주의해야 한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
467,ABANK-0467,인스교재,08배상책임보험,도급업자배상책임,언더라이팅,진위형,AC04,AC04,공사주변상황,도급업자 배상책임보험의 언더라이팅시 고려해야할 사항으로 주변 담보 위험 및 주변시설에 대한 조사가 필요하다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
468,ABANK-0468,인스교재,08배상책임보험,도급업자배상책임,언더라이팅,선택형,AC04,AC04,하도급계약,"도급업자배상책임보험 언더라이팅 시에 주의해야할 점이 아닌 것은?
① 공사도급계약서 및 공사도면, 공사방법 등을 검토하여 확인한다.
② 공사장 주변이 매우 밀집된 현장이라면 제3자 배상책임 위험이 높으므로 언더라이팅시 주의 하여야 한다.
③ 피보험자가 원수급인인지 하수급인인지에 따라 담보하는 배상책임의 범위가 달라질 수 있 으니 유의한다.
④ 피보험자가 발주자로서 사용자 책임을 부담하는 경우 하청업자 배상책임 특약에 대한 언더 라이팅을 실시한다.",4,O,4,10.0,10.0,0,,,,,,,,,,,,,
469,ABANK-0469,인스교재,08배상책임보험,도급업자배상책임,언더라이팅,진위형,AC04,AC04,하도급계약,도급업자배상책임보험 언더라이팅 시에 피보험자가 발주자로서 사용자 책임을 부담하는 경우 미필적배상책임특약 대한 언더 라이팅을 실시한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
470,ABANK-0470,인스교재,08배상책임보험,도급업자배상책임,담보위험,진위형,AC04,AC04,도급배상과 시설소유배상차이점,도급업자 배생책임보험에서 3C는 보상하는 손해에 해당한다.,,X,X,10.0,9.0,1,,미담보,,,,,,,,,,,
471,ABANK-0471,인스교재,08배상책임보험,도급업자배상책임,담보위험,진위형,AC04,AC04,도급배상과 시설소유배상차이점,"도급업자 배상책임은 주로 소유, 사용, 관리(3C)하는 재물에 대한 배상책임이며, 시설소유 관리자 배상책임은 3C 배상책임을 면책으로 하고 있다는 점에서 차이가 있다",,X,X,10.0,9.0,1,,둘모두 면책,,,,,,,,,,,
472,ABANK-0472,인스교재,08배상책임보험,도급업자배상책임,담보위험,진위형,AC04,AC04,도급배상과 시설소유배상차이점,도급업자 배상책임보험의 보험기간은 보통 1년을 기준으로 하지만 개별도급계약은 해당 도급공사기간을 보 험기간으로 정하는 경우도 많다. 시설소유관리자 배상책임보험은 1년을 기준으로 한다.,O,O,O,10.0,9.0,1,,,,,,,,,,,,,
473,ABANK-0473,인스교재,08배상책임보험,도급업자배상책임,담보약관,진위형,AC04,AC04,하청업자배상특약,하청업자 배상책임 특약은 피보험자가 임가공을 목적으로 수탁받아 보험증권에 기재된 시설 내에서 보관 및 가공하는 물건에 대한 손해를 담보한다. 80% 공동보험이 적용된다,O,O,O,10.0,9.0,1,,,,,,,,,,,,,
474,ABANK-0474,인스교재,08배상책임보험,도급업자배상책임,담보약관,선택형,AC04,AC04,도급업차 특약,"도급업자 관련 특약에 대한 다음 설명중 틀린 것은?
① 하청업자 배상책임 특약은 요구부보비율 80% 공동보험이 적용된다.
② 발주자 미필적 배상책임 특약은 피보험자의 수급업자가 보험증권에 기재된 작업을 수행하 던 중 또는 그에 대한 피보험자의 감독 부주의로 인하여 발생한 배상책임을 담보한다.
③ 계약상 가중책임 특약은 피보험자가 부담하는 계약상 배상책임을 담보하지 않기로 정한 특 약이다.
④ 사용자배상책임담보 특약은 근로기준법, 산업재해보상보험법 또는 이와 유사한 법률에 의하여 부담하는 손해배상책임을 제외하고 피보험자의 근로자에 대한 신체장해 손해에 대한 사용자 배상책임을 담보한다.",3,O,3,10.0,9.0,1,,3) 담보함,,,,,,,,,,,
475,ABANK-0475,인스교재,08배상책임보험,도급업자배상책임,담보약관,진위형,AC04,AC04,교체배상책임특약,교차배상책임 특약을 가입하면 공동피보험자 상호 간에 입힌 손해를 보상하지 않는다.,,X,X,10.0,9.0,1,,,,,,,,,,,,,
476,ABANK-0476,인스교재,08배상책임보험,도급업자배상책임,담보약관,진위형,AC04,AC04,교체배상책임특약,교차배상책임 특약을 가입하면 공동피보험자 상호 간에 입힌 손해를 담보한다,O,O,O,10.0,9.0,1,,,,,,,,,,,,,
477,ABANK-0477,인스교재,08배상책임보험,도급업자배상책임,담보약관,진위형,AC04,AC04,계약상 가중책임 특약,"계약상 가중책임 특약은 계약자 또는 피보험자가 설계사, 기술사, 또는 측량사로서 지도, 설계도, 의견서, 보고 서, 검증서 혹은 시방서의 작성, 승인 및 감독, 검사 또는 기술적인 업무를 포함한 전문 직업인으로 부담하는 손해배상 책임은 면책사유에 해당한다",O,O,O,10.0,9.0,1,,,,,,,,,,,,,
478,ABANK-0478,인스교재,08배상책임보험,도급업자배상책임,담보약관,진위형,AC04,AC04,계약상 가중책임 특약,"계약상 가중책임 특약은 계약자 또는 피보험자가 설계사, 기술사, 또는 측량사로서 지도, 설계도, 의견서, 보고 서, 검증서 혹은 시방서의 작성, 승인 및 감독, 검사 또는 기술적인 업무를 포함한 전문 직업인으로 부담하는 손 해배상 책임을 담보한다.",,X,X,10.0,9.0,1,,,,,,,,,,,,,
479,ABANK-0479,인스교재,08배상책임보험,도급업자배상책임,언더라이팅,진위형,AC04,AC04,발주자위험,도급업자 배상책임보험의 언더라이팅시 고려해야할 사항으로 피보험자가 원수급인인 경우에는 발주자 미필적 배상책임 특약에 대한 언더라이팅을 실시 한다.,X,O,X,10.0,8.0,2,,피보험자가발주자,,,,,,,,,,,
480,ABANK-0480,인스교재,08배상책임보험,생산물배상책임,담보위험,진위형,AC05,AC05,설계결함,생산물배상책임에서 설계결함이 발생할 경우 신속하게 결함을 수정하지 않으면 대규모 배상책임에 직면할 수 있다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,
481,ABANK-0481,인스교재,08배상책임보험,생산물배상책임,담보위험,진위형,AC05,AC05,설계결함,설계결함은 제품의 제작 및 조립과정에서 설계와는 다른 제조가 이루어져 안전성에 문제가 생긴 것을 말한다.,,X,X,10.0,10.0,0,,제조결함,,,,,,,,,,,
